25210.0, {'360082': 0.0, '360086': 0.0, 'GS_cluster_2415878664_254486231_359566_359576': 0.0}, {'360082': 0, '360086': 0, 'GS_cluster_2415878664_254486231_359566_359576': 0}, {'360082': 0, '360086': 0, 'GS_cluster_2415878664_254486231_359566_359576': 0}, 
25430.0, {'360082': -0.14732143, '360086': -0.7410714, 'GS_cluster_2415878664_254486231_359566_359576': -0.1875}, {'360082': 3, '360086': 5, 'GS_cluster_2415878664_254486231_359566_359576': 2}, {'360082': 3, '360086': 10, 'GS_cluster_2415878664_254486231_359566_359576': 4}, 
25440.0, {'360082': -0.22767857, '360086': -0.13392857, 'GS_cluster_2415878664_254486231_359566_359576': -0.375}, {'360082': 5, '360086': 2, 'GS_cluster_2415878664_254486231_359566_359576': 3}, {'360082': 5, '360086': 2, 'GS_cluster_2415878664_254486231_359566_359576': 8}, 
25450.0, {'360082': -0.09821428, '360086': -0.22321428, 'GS_cluster_2415878664_254486231_359566_359576': -0.33482143}, {'360082': 1, '360086': 1, 'GS_cluster_2415878664_254486231_359566_359576': 2}, {'360082': 2, '360086': 2, 'GS_cluster_2415878664_254486231_359566_359576': 6}, 
25460.0, {'360082': -0.09821428, '360086': -0.017857144, 'GS_cluster_2415878664_254486231_359566_359576': -0.45089287}, {'360082': 1, '360086': 1, 'GS_cluster_2415878664_254486231_359566_359576': 3}, {'360082': 1, '360086': 1, 'GS_cluster_2415878664_254486231_359566_359576': 7}, 
25470.0, {'360082': -0.026785715, '360086': 0.0, 'GS_cluster_2415878664_254486231_359566_359576': -0.93303573}, {'360082': 1, '360086': 0, 'GS_cluster_2415878664_254486231_359566_359576': 3}, {'360082': 2, '360086': 0, 'GS_cluster_2415878664_254486231_359566_359576': 14}, 
25480.0, {'360082': -0.05357143, '360086': 0.0, 'GS_cluster_2415878664_254486231_359566_359576': -1.3035715}, {'360082': 1, '360086': 0, 'GS_cluster_2415878664_254486231_359566_359576': 3}, {'360082': 2, '360086': 0, 'GS_cluster_2415878664_254486231_359566_359576': 10}, 
25490.0, {'360082': -0.20535715, '360086': -0.03125, 'GS_cluster_2415878664_254486231_359566_359576': -1.75}, {'360082': 2, '360086': 1, 'GS_cluster_2415878664_254486231_359566_359576': 3}, {'360082': 4, '360086': 1, 'GS_cluster_2415878664_254486231_359566_359576': 10}, 
25500.0, {'360082': -0.38392857, '360086': -0.04017857, 'GS_cluster_2415878664_254486231_359566_359576': -2.2901785}, {'360082': 2, '360086': 1, 'GS_cluster_2415878664_254486231_359566_359576': 3}, {'360082': 4, '360086': 1, 'GS_cluster_2415878664_254486231_359566_359576': 14}, 
25510.0, {'360082': -0.004464286, '360086': -0.02232143, 'GS_cluster_2415878664_254486231_359566_359576': -1.7723215}, {'360082': 1, '360086': 1, 'GS_cluster_2415878664_254486231_359566_359576': 2}, {'360082': 1, '360086': 1, 'GS_cluster_2415878664_254486231_359566_359576': 12}, 
25520.0, {'360082': -0.084821425, '360086': -0.06696428, 'GS_cluster_2415878664_254486231_359566_359576': -1.1964285}, {'360082': 3, '360086': 1, 'GS_cluster_2415878664_254486231_359566_359576': 2}, {'360082': 3, '360086': 1, 'GS_cluster_2415878664_254486231_359566_359576': 13}, 
25530.0, {'360082': 0.0, '360086': 0.0, 'GS_cluster_2415878664_254486231_359566_359576': -0.88839287}, {'360082': 0, '360086': 0, 'GS_cluster_2415878664_254486231_359566_359576': 2}, {'360082': 0, '360086': 0, 'GS_cluster_2415878664_254486231_359566_359576': 14}, 
25540.0, {'360082': -0.07589286, '360086': -0.004464286, 'GS_cluster_2415878664_254486231_359566_359576': -1.6116072}, {'360082': 4, '360086': 1, 'GS_cluster_2415878664_254486231_359566_359576': 3}, {'360082': 4, '360086': 1, 'GS_cluster_2415878664_254486231_359566_359576': 20}, 
25550.0, {'360082': -0.1875, '360086': -0.09821428, 'GS_cluster_2415878664_254486231_359566_359576': -2.0}, {'360082': 3, '360086': 2, 'GS_cluster_2415878664_254486231_359566_359576': 3}, {'360082': 4, '360086': 4, 'GS_cluster_2415878664_254486231_359566_359576': 17}, 
25560.0, {'360082': -0.05357143, '360086': -0.22767857, 'GS_cluster_2415878664_254486231_359566_359576': -0.9375}, {'360082': 1, '360086': 3, 'GS_cluster_2415878664_254486231_359566_359576': 3}, {'360082': 1, '360086': 4, 'GS_cluster_2415878664_254486231_359566_359576': 11}, 
25570.0, {'360082': -0.08928572, '360086': 0.0, 'GS_cluster_2415878664_254486231_359566_359576': -1.3303572}, {'360082': 4, '360086': 0, 'GS_cluster_2415878664_254486231_359566_359576': 3}, {'360082': 4, '360086': 0, 'GS_cluster_2415878664_254486231_359566_359576': 14}, 
25580.0, {'360082': -0.33035713, '360086': 0.0, 'GS_cluster_2415878664_254486231_359566_359576': -1.2544643}, {'360082': 8, '360086': 0, 'GS_cluster_2415878664_254486231_359566_359576': 3}, {'360082': 8, '360086': 0, 'GS_cluster_2415878664_254486231_359566_359576': 17}, 
25590.0, {'360082': -0.61160713, '360086': 0.0, 'GS_cluster_2415878664_254486231_359566_359576': -1.7053572}, {'360082': 8, '360086': 0, 'GS_cluster_2415878664_254486231_359566_359576': 3}, {'360082': 9, '360086': 0, 'GS_cluster_2415878664_254486231_359566_359576': 20}, 
25600.0, {'360082': -0.95089287, '360086': -0.026785715, 'GS_cluster_2415878664_254486231_359566_359576': -1.6205357}, {'360082': 8, '360086': 1, 'GS_cluster_2415878664_254486231_359566_359576': 6}, {'360082': 8, '360086': 1, 'GS_cluster_2415878664_254486231_359566_359576': 17}, 
25610.0, {'360082': -1.3348215, '360086': -0.071428575, 'GS_cluster_2415878664_254486231_359566_359576': -2.5848215}, {'360082': 10, '360086': 1, 'GS_cluster_2415878664_254486231_359566_359576': 7}, {'360082': 10, '360086': 1, 'GS_cluster_2415878664_254486231_359566_359576': 25}, 
25620.0, {'360082': -1.6383928, '360086': 0.0, 'GS_cluster_2415878664_254486231_359566_359576': -3.732143}, {'360082': 14, '360086': 0, 'GS_cluster_2415878664_254486231_359566_359576': 8}, {'360082': 14, '360086': 0, 'GS_cluster_2415878664_254486231_359566_359576': 27}, 
25630.0, {'360082': -2.3839285, '360086': 0.0, 'GS_cluster_2415878664_254486231_359566_359576': -1.9285715}, {'360082': 19, '360086': 0, 'GS_cluster_2415878664_254486231_359566_359576': 7}, {'360082': 19, '360086': 0, 'GS_cluster_2415878664_254486231_359566_359576': 19}, 
25640.0, {'360082': -3.03125, '360086': 0.0, 'GS_cluster_2415878664_254486231_359566_359576': -1.9285715}, {'360082': 21, '360086': 0, 'GS_cluster_2415878664_254486231_359566_359576': 7}, {'360082': 22, '360086': 0, 'GS_cluster_2415878664_254486231_359566_359576': 17}, 
25650.0, {'360082': -2.6339285, '360086': 0.0, 'GS_cluster_2415878664_254486231_359566_359576': -2.799107}, {'360082': 17, '360086': 0, 'GS_cluster_2415878664_254486231_359566_359576': 9}, {'360082': 18, '360086': 0, 'GS_cluster_2415878664_254486231_359566_359576': 22}, 
25660.0, {'360082': -3.3392856, '360086': -0.04017857, 'GS_cluster_2415878664_254486231_359566_359576': -1.6607143}, {'360082': 18, '360086': 2, 'GS_cluster_2415878664_254486231_359566_359576': 7}, {'360082': 18, '360086': 2, 'GS_cluster_2415878664_254486231_359566_359576': 16}, 
25670.0, {'360082': -3.0714285, '360086': -0.19196428, 'GS_cluster_2415878664_254486231_359566_359576': -2.3794644}, {'360082': 15, '360086': 2, 'GS_cluster_2415878664_254486231_359566_359576': 7}, {'360082': 16, '360086': 4, 'GS_cluster_2415878664_254486231_359566_359576': 18}, 
25680.0, {'360082': -2.299107, '360086': 0.0, 'GS_cluster_2415878664_254486231_359566_359576': -2.71875}, {'360082': 10, '360086': 0, 'GS_cluster_2415878664_254486231_359566_359576': 8}, {'360082': 11, '360086': 0, 'GS_cluster_2415878664_254486231_359566_359576': 18}, 
25690.0, {'360082': -2.6964285, '360086': 0.0, 'GS_cluster_2415878664_254486231_359566_359576': -3.388393}, {'360082': 10, '360086': 0, 'GS_cluster_2415878664_254486231_359566_359576': 9}, {'360082': 10, '360086': 0, 'GS_cluster_2415878664_254486231_359566_359576': 21}, 
25700.0, {'360082': -2.107143, '360086': -0.035714287, 'GS_cluster_2415878664_254486231_359566_359576': -3.8169644}, {'360082': 8, '360086': 1, 'GS_cluster_2415878664_254486231_359566_359576': 10}, {'360082': 9, '360086': 1, 'GS_cluster_2415878664_254486231_359566_359576': 22}, 
25710.0, {'360082': -2.169643, '360086': -0.08035714, 'GS_cluster_2415878664_254486231_359566_359576': -4.0}, {'360082': 9, '360086': 2, 'GS_cluster_2415878664_254486231_359566_359576': 11}, {'360082': 11, '360086': 3, 'GS_cluster_2415878664_254486231_359566_359576': 25}, 
25720.0, {'360082': -2.2589285, '360086': -0.08928572, 'GS_cluster_2415878664_254486231_359566_359576': -4.0}, {'360082': 10, '360086': 2, 'GS_cluster_2415878664_254486231_359566_359576': 11}, {'360082': 12, '360086': 2, 'GS_cluster_2415878664_254486231_359566_359576': 25}, 
25730.0, {'360082': -2.3705356, '360086': -0.1875, 'GS_cluster_2415878664_254486231_359566_359576': -2.3125}, {'360082': 9, '360086': 3, 'GS_cluster_2415878664_254486231_359566_359576': 9}, {'360082': 12, '360086': 3, 'GS_cluster_2415878664_254486231_359566_359576': 17}, 
25740.0, {'360082': -1.09375, '360086': -0.2544643, 'GS_cluster_2415878664_254486231_359566_359576': -3.142857}, {'360082': 5, '360086': 4, 'GS_cluster_2415878664_254486231_359566_359576': 9}, {'360082': 8, '360086': 5, 'GS_cluster_2415878664_254486231_359566_359576': 20}, 
25750.0, {'360082': -0.92410713, '360086': -0.5223214, 'GS_cluster_2415878664_254486231_359566_359576': -4.0}, {'360082': 7, '360086': 4, 'GS_cluster_2415878664_254486231_359566_359576': 10}, {'360082': 7, '360086': 7, 'GS_cluster_2415878664_254486231_359566_359576': 23}, 
25760.0, {'360082': -1.0714285, '360086': -0.58928573, 'GS_cluster_2415878664_254486231_359566_359576': -4.0}, {'360082': 11, '360086': 4, 'GS_cluster_2415878664_254486231_359566_359576': 12}, {'360082': 13, '360086': 6, 'GS_cluster_2415878664_254486231_359566_359576': 26}, 
25770.0, {'360082': -1.7098215, '360086': -0.58928573, 'GS_cluster_2415878664_254486231_359566_359576': -3.4910715}, {'360082': 14, '360086': 4, 'GS_cluster_2415878664_254486231_359566_359576': 10}, {'360082': 18, '360086': 6, 'GS_cluster_2415878664_254486231_359566_359576': 20}, 
25780.0, {'360082': -1.7232143, '360086': -0.64285713, 'GS_cluster_2415878664_254486231_359566_359576': -3.6339285}, {'360082': 10, '360086': 5, 'GS_cluster_2415878664_254486231_359566_359576': 9}, {'360082': 16, '360086': 6, 'GS_cluster_2415878664_254486231_359566_359576': 20}, 
25790.0, {'360082': -1.28125, '360086': -1.0535715, 'GS_cluster_2415878664_254486231_359566_359576': -3.611607}, {'360082': 5, '360086': 10, 'GS_cluster_2415878664_254486231_359566_359576': 10}, {'360082': 12, '360086': 12, 'GS_cluster_2415878664_254486231_359566_359576': 19}, 
25800.0, {'360082': -1.6741072, '360086': -0.7589286, 'GS_cluster_2415878664_254486231_359566_359576': -4.0}, {'360082': 5, '360086': 13, 'GS_cluster_2415878664_254486231_359566_359576': 10}, {'360082': 12, '360086': 13, 'GS_cluster_2415878664_254486231_359566_359576': 20}, 
25810.0, {'360082': -1.4151785, '360086': -1.4196428, 'GS_cluster_2415878664_254486231_359566_359576': -4.0}, {'360082': 5, '360086': 13, 'GS_cluster_2415878664_254486231_359566_359576': 9}, {'360082': 9, '360086': 16, 'GS_cluster_2415878664_254486231_359566_359576': 20}, 
25820.0, {'360082': -1.84375, '360086': -1.3973215, 'GS_cluster_2415878664_254486231_359566_359576': -2.267857}, {'360082': 7, '360086': 10, 'GS_cluster_2415878664_254486231_359566_359576': 9}, {'360082': 11, '360086': 11, 'GS_cluster_2415878664_254486231_359566_359576': 18}, 
25830.0, {'360082': -0.59375, '360086': -0.87946427, 'GS_cluster_2415878664_254486231_359566_359576': -2.611607}, {'360082': 4, '360086': 7, 'GS_cluster_2415878664_254486231_359566_359576': 9}, {'360082': 6, '360086': 8, 'GS_cluster_2415878664_254486231_359566_359576': 16}, 
25840.0, {'360082': -0.04910714, '360086': -0.21875, 'GS_cluster_2415878664_254486231_359566_359576': -1.3214285}, {'360082': 1, '360086': 2, 'GS_cluster_2415878664_254486231_359566_359576': 6}, {'360082': 1, '360086': 3, 'GS_cluster_2415878664_254486231_359566_359576': 12}, 
25850.0, {'360082': 0.0, '360086': -0.36607143, 'GS_cluster_2415878664_254486231_359566_359576': -1.4732143}, {'360082': 0, '360086': 3, 'GS_cluster_2415878664_254486231_359566_359576': 6}, {'360082': 0, '360086': 4, 'GS_cluster_2415878664_254486231_359566_359576': 13}, 
25860.0, {'360082': -0.0625, '360086': -0.375, 'GS_cluster_2415878664_254486231_359566_359576': -0.6651786}, {'360082': 3, '360086': 3, 'GS_cluster_2415878664_254486231_359566_359576': 2}, {'360082': 3, '360086': 4, 'GS_cluster_2415878664_254486231_359566_359576': 5}, 
25870.0, {'360082': 0.0, '360086': 0.0, 'GS_cluster_2415878664_254486231_359566_359576': -0.16964285}, {'360082': 0, '360086': 0, 'GS_cluster_2415878664_254486231_359566_359576': 1}, {'360082': 0, '360086': 0, 'GS_cluster_2415878664_254486231_359566_359576': 2}, 
25880.0, {'360082': -0.071428575, '360086': -0.02232143, 'GS_cluster_2415878664_254486231_359566_359576': -0.25892857}, {'360082': 3, '360086': 1, 'GS_cluster_2415878664_254486231_359566_359576': 1}, {'360082': 3, '360086': 1, 'GS_cluster_2415878664_254486231_359566_359576': 2}, 
25890.0, {'360082': 0.0, '360086': -0.06696428, 'GS_cluster_2415878664_254486231_359566_359576': -0.375}, {'360082': 0, '360086': 1, 'GS_cluster_2415878664_254486231_359566_359576': 1}, {'360082': 0, '360086': 1, 'GS_cluster_2415878664_254486231_359566_359576': 3}, 
25900.0, {'360082': 0.0, '360086': -0.14285715, 'GS_cluster_2415878664_254486231_359566_359576': -0.125}, {'360082': 0, '360086': 2, 'GS_cluster_2415878664_254486231_359566_359576': 2}, {'360082': 0, '360086': 3, 'GS_cluster_2415878664_254486231_359566_359576': 3}, 
25910.0, {'360082': -0.058035713, '360086': -0.2767857, 'GS_cluster_2415878664_254486231_359566_359576': -0.05357143}, {'360082': 2, '360086': 2, 'GS_cluster_2415878664_254486231_359566_359576': 1}, {'360082': 3, '360086': 3, 'GS_cluster_2415878664_254486231_359566_359576': 1}, 
25920.0, {'360082': 0.0, '360086': -0.004464286, 'GS_cluster_2415878664_254486231_359566_359576': -0.19642857}, {'360082': 0, '360086': 1, 'GS_cluster_2415878664_254486231_359566_359576': 2}, {'360082': 0, '360086': 1, 'GS_cluster_2415878664_254486231_359566_359576': 5}, 
25930.0, {'360082': -0.10714286, '360086': -0.13839285, 'GS_cluster_2415878664_254486231_359566_359576': 0.0}, {'360082': 5, '360086': 4, 'GS_cluster_2415878664_254486231_359566_359576': 0}, {'360082': 5, '360086': 4, 'GS_cluster_2415878664_254486231_359566_359576': 0}, 
25940.0, {'360082': -0.12946428, '360086': -0.3169643, 'GS_cluster_2415878664_254486231_359566_359576': -0.04464286}, {'360082': 3, '360086': 4, 'GS_cluster_2415878664_254486231_359566_359576': 2}, {'360082': 3, '360086': 4, 'GS_cluster_2415878664_254486231_359566_359576': 2}, 
25950.0, {'360082': -0.2857143, '360086': -0.5223214, 'GS_cluster_2415878664_254486231_359566_359576': -0.16964285}, {'360082': 5, '360086': 5, 'GS_cluster_2415878664_254486231_359566_359576': 2}, {'360082': 5, '360086': 7, 'GS_cluster_2415878664_254486231_359566_359576': 4}, 
25960.0, {'360082': -0.10714286, '360086': -0.21875, 'GS_cluster_2415878664_254486231_359566_359576': -0.38839287}, {'360082': 1, '360086': 2, 'GS_cluster_2415878664_254486231_359566_359576': 2}, {'360082': 1, '360086': 4, 'GS_cluster_2415878664_254486231_359566_359576': 5}, 
25970.0, {'360082': 0.0, '360086': -0.13839285, 'GS_cluster_2415878664_254486231_359566_359576': -0.04464286}, {'360082': 0, '360086': 1, 'GS_cluster_2415878664_254486231_359566_359576': 1}, {'360082': 0, '360086': 3, 'GS_cluster_2415878664_254486231_359566_359576': 1}, 
25980.0, {'360082': -0.008928572, '360086': -0.27232143, 'GS_cluster_2415878664_254486231_359566_359576': -0.035714287}, {'360082': 1, '360086': 1, 'GS_cluster_2415878664_254486231_359566_359576': 1}, {'360082': 1, '360086': 3, 'GS_cluster_2415878664_254486231_359566_359576': 2}, 
25990.0, {'360082': -0.13392857, '360086': -0.47767857, 'GS_cluster_2415878664_254486231_359566_359576': -0.08928572}, {'360082': 4, '360086': 3, 'GS_cluster_2415878664_254486231_359566_359576': 1}, {'360082': 4, '360086': 6, 'GS_cluster_2415878664_254486231_359566_359576': 2}, 
26000.0, {'360082': -0.3125, '360086': -0.8035714, 'GS_cluster_2415878664_254486231_359566_359576': -0.22321428}, {'360082': 3, '360086': 3, 'GS_cluster_2415878664_254486231_359566_359576': 1}, {'360082': 4, '360086': 9, 'GS_cluster_2415878664_254486231_359566_359576': 3}, 
26010.0, {'360082': -0.008928572, '360086': -1.2053572, 'GS_cluster_2415878664_254486231_359566_359576': -0.39285713}, {'360082': 1, '360086': 3, 'GS_cluster_2415878664_254486231_359566_359576': 1}, {'360082': 1, '360086': 9, 'GS_cluster_2415878664_254486231_359566_359576': 4}, 
26020.0, {'360082': -0.02232143, '360086': -1.6116072, 'GS_cluster_2415878664_254486231_359566_359576': -0.50446427}, {'360082': 1, '360086': 3, 'GS_cluster_2415878664_254486231_359566_359576': 1}, {'360082': 1, '360086': 10, 'GS_cluster_2415878664_254486231_359566_359576': 4}, 
26030.0, {'360082': 0.0, '360086': -2.03125, 'GS_cluster_2415878664_254486231_359566_359576': -0.70089287}, {'360082': 0, '360086': 4, 'GS_cluster_2415878664_254486231_359566_359576': 2}, {'360082': 0, '360086': 10, 'GS_cluster_2415878664_254486231_359566_359576': 5}, 
26040.0, {'360082': 0.0, '360086': -2.4776785, 'GS_cluster_2415878664_254486231_359566_359576': -0.8214286}, {'360082': 0, '360086': 4, 'GS_cluster_2415878664_254486231_359566_359576': 1}, {'360082': 0, '360086': 10, 'GS_cluster_2415878664_254486231_359566_359576': 4}, 
26050.0, {'360082': -0.013392857, '360086': -2.924107, 'GS_cluster_2415878664_254486231_359566_359576': -1.0044643}, {'360082': 1, '360086': 4, 'GS_cluster_2415878664_254486231_359566_359576': 2}, {'360082': 1, '360086': 10, 'GS_cluster_2415878664_254486231_359566_359576': 5}, 
26060.0, {'360082': -0.017857144, '360086': -0.16964285, 'GS_cluster_2415878664_254486231_359566_359576': -0.0625}, {'360082': 1, '360086': 1, 'GS_cluster_2415878664_254486231_359566_359576': 1}, {'360082': 1, '360086': 2, 'GS_cluster_2415878664_254486231_359566_359576': 2}, 
26070.0, {'360082': -0.17857143, '360086': -0.29017857, 'GS_cluster_2415878664_254486231_359566_359576': -0.15625}, {'360082': 3, '360086': 1, 'GS_cluster_2415878664_254486231_359566_359576': 2}, {'360082': 5, '360086': 3, 'GS_cluster_2415878664_254486231_359566_359576': 5}, 
26080.0, {'360082': -0.48660713, '360086': -0.41517857, 'GS_cluster_2415878664_254486231_359566_359576': -0.26339287}, {'360082': 5, '360086': 3, 'GS_cluster_2415878664_254486231_359566_359576': 2}, {'360082': 8, '360086': 7, 'GS_cluster_2415878664_254486231_359566_359576': 5}, 
26090.0, {'360082': -0.16071428, '360086': -0.26339287, 'GS_cluster_2415878664_254486231_359566_359576': -0.53125}, {'360082': 2, '360086': 3, 'GS_cluster_2415878664_254486231_359566_359576': 2}, {'360082': 2, '360086': 4, 'GS_cluster_2415878664_254486231_359566_359576': 8}, 
26100.0, {'360082': 0.0, '360086': -0.4419643, 'GS_cluster_2415878664_254486231_359566_359576': -0.96875}, {'360082': 0, '360086': 3, 'GS_cluster_2415878664_254486231_359566_359576': 3}, {'360082': 0, '360086': 4, 'GS_cluster_2415878664_254486231_359566_359576': 10}, 
26110.0, {'360082': 0.0, '360086': -0.3392857, 'GS_cluster_2415878664_254486231_359566_359576': -1.4151785}, {'360082': 0, '360086': 3, 'GS_cluster_2415878664_254486231_359566_359576': 3}, {'360082': 0, '360086': 4, 'GS_cluster_2415878664_254486231_359566_359576': 10}, 
26120.0, {'360082': 0.0, '360086': -0.53571427, 'GS_cluster_2415878664_254486231_359566_359576': -1.9955357}, {'360082': 0, '360086': 3, 'GS_cluster_2415878664_254486231_359566_359576': 7}, {'360082': 0, '360086': 5, 'GS_cluster_2415878664_254486231_359566_359576': 15}, 
26130.0, {'360082': -0.071428575, '360086': -0.44642857, 'GS_cluster_2415878664_254486231_359566_359576': -2.7098215}, {'360082': 2, '360086': 2, 'GS_cluster_2415878664_254486231_359566_359576': 8}, {'360082': 4, '360086': 5, 'GS_cluster_2415878664_254486231_359566_359576': 16}, 
26140.0, {'360082': -0.004464286, '360086': -0.33482143, 'GS_cluster_2415878664_254486231_359566_359576': -3.4598215}, {'360082': 1, '360086': 3, 'GS_cluster_2415878664_254486231_359566_359576': 9}, {'360082': 1, '360086': 6, 'GS_cluster_2415878664_254486231_359566_359576': 18}, 
