25210.0, {'360082': 0.0, '360086': 0.0, 'GS_cluster_2415878664_254486231_359566_359576': 0.0}, {'360082': 0, '360086': 0, 'GS_cluster_2415878664_254486231_359566_359576': 0}, {'360082': 0, '360086': 0, 'GS_cluster_2415878664_254486231_359566_359576': 0}, 
25570.0, {'360082': -0.14285715, '360086': -0.20535715, 'GS_cluster_2415878664_254486231_359566_359576': -1.1875}, {'360082': 4, '360086': 3, 'GS_cluster_2415878664_254486231_359566_359576': 3}, {'360082': 4, '360086': 4, 'GS_cluster_2415878664_254486231_359566_359576': 12}, 
25580.0, {'360082': -0.07589286, '360086': 0.0, 'GS_cluster_2415878664_254486231_359566_359576': -1.2232143}, {'360082': 3, '360086': 0, 'GS_cluster_2415878664_254486231_359566_359576': 3}, {'360082': 3, '360086': 0, 'GS_cluster_2415878664_254486231_359566_359576': 11}, 
25590.0, {'360082': -0.05357143, '360086': 0.0, 'GS_cluster_2415878664_254486231_359566_359576': -0.19642857}, {'360082': 1, '360086': 0, 'GS_cluster_2415878664_254486231_359566_359576': 2}, {'360082': 1, '360086': 0, 'GS_cluster_2415878664_254486231_359566_359576': 5}, 
25600.0, {'360082': -0.026785715, '360086': 0.0, 'GS_cluster_2415878664_254486231_359566_359576': -0.3482143}, {'360082': 2, '360086': 0, 'GS_cluster_2415878664_254486231_359566_359576': 3}, {'360082': 3, '360086': 0, 'GS_cluster_2415878664_254486231_359566_359576': 10}, 
25610.0, {'360082': -0.11160714, '360086': 0.0, 'GS_cluster_2415878664_254486231_359566_359576': -0.88839287}, {'360082': 2, '360086': 0, 'GS_cluster_2415878664_254486231_359566_359576': 4}, {'360082': 3, '360086': 0, 'GS_cluster_2415878664_254486231_359566_359576': 13}, 
25620.0, {'360082': -0.09375, '360086': -0.08928572, 'GS_cluster_2415878664_254486231_359566_359576': -1.4866072}, {'360082': 1, '360086': 1, 'GS_cluster_2415878664_254486231_359566_359576': 4}, {'360082': 1, '360086': 2, 'GS_cluster_2415878664_254486231_359566_359576': 15}, 
25630.0, {'360082': -0.035714287, '360086': 0.0, 'GS_cluster_2415878664_254486231_359566_359576': -0.22321428}, {'360082': 2, '360086': 0, 'GS_cluster_2415878664_254486231_359566_359576': 1}, {'360082': 2, '360086': 0, 'GS_cluster_2415878664_254486231_359566_359576': 3}, 
25640.0, {'360082': -0.32589287, '360086': 0.0, 'GS_cluster_2415878664_254486231_359566_359576': -0.51339287}, {'360082': 9, '360086': 0, 'GS_cluster_2415878664_254486231_359566_359576': 4}, {'360082': 9, '360086': 0, 'GS_cluster_2415878664_254486231_359566_359576': 13}, 
25650.0, {'360082': -0.71428573, '360086': 0.0, 'GS_cluster_2415878664_254486231_359566_359576': -0.08035714}, {'360082': 11, '360086': 0, 'GS_cluster_2415878664_254486231_359566_359576': 2}, {'360082': 11, '360086': 0, 'GS_cluster_2415878664_254486231_359566_359576': 3}, 
25660.0, {'360082': -1.1071428, '360086': 0.0, 'GS_cluster_2415878664_254486231_359566_359576': -0.3705357}, {'360082': 12, '360086': 0, 'GS_cluster_2415878664_254486231_359566_359576': 3}, {'360082': 12, '360086': 0, 'GS_cluster_2415878664_254486231_359566_359576': 10}, 
25670.0, {'360082': -1.4642857, '360086': -0.017857144, 'GS_cluster_2415878664_254486231_359566_359576': -0.82589287}, {'360082': 11, '360086': 1, 'GS_cluster_2415878664_254486231_359566_359576': 5}, {'360082': 11, '360086': 1, 'GS_cluster_2415878664_254486231_359566_359576': 13}, 
25680.0, {'360082': -1.9553572, '360086': -0.0625, 'GS_cluster_2415878664_254486231_359566_359576': -1.40625}, {'360082': 11, '360086': 1, 'GS_cluster_2415878664_254486231_359566_359576': 5}, {'360082': 11, '360086': 1, 'GS_cluster_2415878664_254486231_359566_359576': 13}, 
25690.0, {'360082': -1.6651785, '360086': -0.10714286, 'GS_cluster_2415878664_254486231_359566_359576': -2.075893}, {'360082': 8, '360086': 1, 'GS_cluster_2415878664_254486231_359566_359576': 7}, {'360082': 8, '360086': 1, 'GS_cluster_2415878664_254486231_359566_359576': 18}, 
25700.0, {'360082': -2.0223215, '360086': -0.19642857, 'GS_cluster_2415878664_254486231_359566_359576': -2.0625}, {'360082': 8, '360086': 1, 'GS_cluster_2415878664_254486231_359566_359576': 7}, {'360082': 8, '360086': 2, 'GS_cluster_2415878664_254486231_359566_359576': 17}, 
25710.0, {'360082': -2.4107144, '360086': 0.0, 'GS_cluster_2415878664_254486231_359566_359576': -0.45982143}, {'360082': 11, '360086': 0, 'GS_cluster_2415878664_254486231_359566_359576': 3}, {'360082': 11, '360086': 0, 'GS_cluster_2415878664_254486231_359566_359576': 5}, 
25720.0, {'360082': -1.9196428, '360086': 0.0, 'GS_cluster_2415878664_254486231_359566_359576': -0.65178573}, {'360082': 14, '360086': 0, 'GS_cluster_2415878664_254486231_359566_359576': 3}, {'360082': 14, '360086': 0, 'GS_cluster_2415878664_254486231_359566_359576': 10}, 
25730.0, {'360082': -2.3214285, '360086': -0.017857144, 'GS_cluster_2415878664_254486231_359566_359576': -1.2723215}, {'360082': 18, '360086': 1, 'GS_cluster_2415878664_254486231_359566_359576': 5}, {'360082': 19, '360086': 1, 'GS_cluster_2415878664_254486231_359566_359576': 16}, 
25740.0, {'360082': -1.5491072, '360086': -0.08928572, 'GS_cluster_2415878664_254486231_359566_359576': -0.2767857}, {'360082': 14, '360086': 1, 'GS_cluster_2415878664_254486231_359566_359576': 2}, {'360082': 15, '360086': 3, 'GS_cluster_2415878664_254486231_359566_359576': 5}, 
25750.0, {'360082': -2.03125, '360086': -0.10714286, 'GS_cluster_2415878664_254486231_359566_359576': -0.34375}, {'360082': 13, '360086': 1, 'GS_cluster_2415878664_254486231_359566_359576': 4}, {'360082': 15, '360086': 1, 'GS_cluster_2415878664_254486231_359566_359576': 10}, 
25760.0, {'360082': -2.544643, '360086': -0.017857144, 'GS_cluster_2415878664_254486231_359566_359576': -0.7901786}, {'360082': 12, '360086': 1, 'GS_cluster_2415878664_254486231_359566_359576': 4}, {'360082': 18, '360086': 1, 'GS_cluster_2415878664_254486231_359566_359576': 10}, 
25770.0, {'360082': -3.1160715, '360086': -0.09375, 'GS_cluster_2415878664_254486231_359566_359576': -1.4241072}, {'360082': 11, '360086': 1, 'GS_cluster_2415878664_254486231_359566_359576': 6}, {'360082': 18, '360086': 2, 'GS_cluster_2415878664_254486231_359566_359576': 17}, 
25780.0, {'360082': -3.6517856, '360086': -0.08035714, 'GS_cluster_2415878664_254486231_359566_359576': -2.0714285}, {'360082': 10, '360086': 3, 'GS_cluster_2415878664_254486231_359566_359576': 8}, {'360082': 18, '360086': 3, 'GS_cluster_2415878664_254486231_359566_359576': 19}, 
25790.0, {'360082': -4.0, '360086': -0.13839285, 'GS_cluster_2415878664_254486231_359566_359576': -2.1205356}, {'360082': 9, '360086': 3, 'GS_cluster_2415878664_254486231_359566_359576': 8}, {'360082': 19, '360086': 3, 'GS_cluster_2415878664_254486231_359566_359576': 18}, 
25800.0, {'360082': -3.580357, '360086': -0.34375, 'GS_cluster_2415878664_254486231_359566_359576': -2.924107}, {'360082': 6, '360086': 3, 'GS_cluster_2415878664_254486231_359566_359576': 8}, {'360082': 16, '360086': 6, 'GS_cluster_2415878664_254486231_359566_359576': 18}, 
25810.0, {'360082': -2.392857, '360086': -0.8660714, 'GS_cluster_2415878664_254486231_359566_359576': -1.59375}, {'360082': 8, '360086': 12, 'GS_cluster_2415878664_254486231_359566_359576': 6}, {'360082': 13, '360086': 16, 'GS_cluster_2415878664_254486231_359566_359576': 12}, 
25820.0, {'360082': -2.9732144, '360086': -1.3348215, 'GS_cluster_2415878664_254486231_359566_359576': -2.1294644}, {'360082': 7, '360086': 13, 'GS_cluster_2415878664_254486231_359566_359576': 6}, {'360082': 13, '360086': 19, 'GS_cluster_2415878664_254486231_359566_359576': 12}, 
25830.0, {'360082': -3.5892856, '360086': -2.1205356, 'GS_cluster_2415878664_254486231_359566_359576': -1.0267857}, {'360082': 10, '360086': 15, 'GS_cluster_2415878664_254486231_359566_359576': 6}, {'360082': 16, '360086': 19, 'GS_cluster_2415878664_254486231_359566_359576': 11}, 
25840.0, {'360082': -4.0, '360086': -2.96875, 'GS_cluster_2415878664_254486231_359566_359576': -1.5401785}, {'360082': 11, '360086': 15, 'GS_cluster_2415878664_254486231_359566_359576': 7}, {'360082': 19, '360086': 19, 'GS_cluster_2415878664_254486231_359566_359576': 13}, 
25850.0, {'360082': -4.0, '360086': -3.830357, 'GS_cluster_2415878664_254486231_359566_359576': -2.236607}, {'360082': 11, '360086': 15, 'GS_cluster_2415878664_254486231_359566_359576': 10}, {'360082': 21, '360086': 20, 'GS_cluster_2415878664_254486231_359566_359576': 19}, 
25860.0, {'360082': -4.0, '360086': -4.0, 'GS_cluster_2415878664_254486231_359566_359576': -3.1339285}, {'360082': 13, '360086': 17, 'GS_cluster_2415878664_254486231_359566_359576': 11}, {'360082': 25, '360086': 22, 'GS_cluster_2415878664_254486231_359566_359576': 21}, 
25870.0, {'360082': -4.0, '360086': -2.799107, 'GS_cluster_2415878664_254486231_359566_359576': -4.0}, {'360082': 15, '360086': 13, 'GS_cluster_2415878664_254486231_359566_359576': 11}, {'360082': 27, '360086': 13, 'GS_cluster_2415878664_254486231_359566_359576': 23}, 
25880.0, {'360082': -4.0, '360086': -3.0357144, 'GS_cluster_2415878664_254486231_359566_359576': -2.8482144}, {'360082': 15, '360086': 12, 'GS_cluster_2415878664_254486231_359566_359576': 8}, {'360082': 29, '360086': 12, 'GS_cluster_2415878664_254486231_359566_359576': 17}, 
25890.0, {'360082': -4.0, '360086': -2.0848215, 'GS_cluster_2415878664_254486231_359566_359576': -3.138393}, {'360082': 17, '360086': 8, 'GS_cluster_2415878664_254486231_359566_359576': 7}, {'360082': 34, '360086': 8, 'GS_cluster_2415878664_254486231_359566_359576': 15}, 
25900.0, {'360082': -4.0, '360086': -2.482143, 'GS_cluster_2415878664_254486231_359566_359576': -1.4330357}, {'360082': 19, '360086': 8, 'GS_cluster_2415878664_254486231_359566_359576': 3}, {'360082': 37, '360086': 9, 'GS_cluster_2415878664_254486231_359566_359576': 7}, 
25910.0, {'360082': -4.0, '360086': -2.799107, 'GS_cluster_2415878664_254486231_359566_359576': -1.59375}, {'360082': 19, '360086': 8, 'GS_cluster_2415878664_254486231_359566_359576': 4}, {'360082': 37, '360086': 8, 'GS_cluster_2415878664_254486231_359566_359576': 9}, 
25920.0, {'360082': -4.0, '360086': -3.232143, 'GS_cluster_2415878664_254486231_359566_359576': -1.3303572}, {'360082': 19, '360086': 11, 'GS_cluster_2415878664_254486231_359566_359576': 5}, {'360082': 37, '360086': 11, 'GS_cluster_2415878664_254486231_359566_359576': 10}, 
25930.0, {'360082': -4.0, '360086': -3.2276785, 'GS_cluster_2415878664_254486231_359566_359576': -0.04910714}, {'360082': 19, '360086': 11, 'GS_cluster_2415878664_254486231_359566_359576': 1}, {'360082': 37, '360086': 11, 'GS_cluster_2415878664_254486231_359566_359576': 1}, 
25940.0, {'360082': -4.0, '360086': -1.5803572, 'GS_cluster_2415878664_254486231_359566_359576': -0.16517857}, {'360082': 19, '360086': 7, 'GS_cluster_2415878664_254486231_359566_359576': 2}, {'360082': 37, '360086': 7, 'GS_cluster_2415878664_254486231_359566_359576': 4}, 
25950.0, {'360082': -4.0, '360086': -1.4776785, 'GS_cluster_2415878664_254486231_359566_359576': -0.38839287}, {'360082': 19, '360086': 6, 'GS_cluster_2415878664_254486231_359566_359576': 2}, {'360082': 37, '360086': 7, 'GS_cluster_2415878664_254486231_359566_359576': 5}, 
25960.0, {'360082': -4.0, '360086': -1.40625, 'GS_cluster_2415878664_254486231_359566_359576': -0.5401786}, {'360082': 16, '360086': 5, 'GS_cluster_2415878664_254486231_359566_359576': 3}, {'360082': 31, '360086': 9, 'GS_cluster_2415878664_254486231_359566_359576': 7}, 
25970.0, {'360082': -4.0, '360086': -1.8526785, 'GS_cluster_2415878664_254486231_359566_359576': -0.0625}, {'360082': 13, '360086': 5, 'GS_cluster_2415878664_254486231_359566_359576': 1}, {'360082': 23, '360086': 10, 'GS_cluster_2415878664_254486231_359566_359576': 1}, 
25980.0, {'360082': -4.0, '360086': -1.0714285, 'GS_cluster_2415878664_254486231_359566_359576': -0.13839285}, {'360082': 12, '360086': 3, 'GS_cluster_2415878664_254486231_359566_359576': 1}, {'360082': 23, '360086': 8, 'GS_cluster_2415878664_254486231_359566_359576': 2}, 
25990.0, {'360082': -4.0, '360086': -1.1785715, 'GS_cluster_2415878664_254486231_359566_359576': 0.0}, {'360082': 12, '360086': 4, 'GS_cluster_2415878664_254486231_359566_359576': 0}, {'360082': 23, '360086': 11, 'GS_cluster_2415878664_254486231_359566_359576': 0}, 
26000.0, {'360082': -4.0, '360086': -1.0848215, 'GS_cluster_2415878664_254486231_359566_359576': -0.02232143}, {'360082': 14, '360086': 2, 'GS_cluster_2415878664_254486231_359566_359576': 1}, {'360082': 27, '360086': 7, 'GS_cluster_2415878664_254486231_359566_359576': 1}, 
26010.0, {'360082': -4.0, '360086': -1.4285715, 'GS_cluster_2415878664_254486231_359566_359576': -0.03125}, {'360082': 17, '360086': 2, 'GS_cluster_2415878664_254486231_359566_359576': 1}, {'360082': 34, '360086': 8, 'GS_cluster_2415878664_254486231_359566_359576': 1}, 
26020.0, {'360082': -4.0, '360086': -1.7857143, 'GS_cluster_2415878664_254486231_359566_359576': -0.07589286}, {'360082': 19, '360086': 2, 'GS_cluster_2415878664_254486231_359566_359576': 1}, {'360082': 37, '360086': 8, 'GS_cluster_2415878664_254486231_359566_359576': 1}, 
26030.0, {'360082': -4.0, '360086': -0.16071428, 'GS_cluster_2415878664_254486231_359566_359576': -0.026785715}, {'360082': 19, '360086': 2, 'GS_cluster_2415878664_254486231_359566_359576': 1}, {'360082': 39, '360086': 2, 'GS_cluster_2415878664_254486231_359566_359576': 2}, 
26040.0, {'360082': -4.0, '360086': -0.25, 'GS_cluster_2415878664_254486231_359566_359576': -0.116071425}, {'360082': 19, '360086': 2, 'GS_cluster_2415878664_254486231_359566_359576': 1}, {'360082': 40, '360086': 2, 'GS_cluster_2415878664_254486231_359566_359576': 2}, 
26050.0, {'360082': -4.0, '360086': 0.0, 'GS_cluster_2415878664_254486231_359566_359576': -0.24107143}, {'360082': 16, '360086': 0, 'GS_cluster_2415878664_254486231_359566_359576': 1}, {'360082': 31, '360086': 0, 'GS_cluster_2415878664_254486231_359566_359576': 3}, 
26060.0, {'360082': -4.0, '360086': -0.04910714, 'GS_cluster_2415878664_254486231_359566_359576': -0.41964287}, {'360082': 16, '360086': 1, 'GS_cluster_2415878664_254486231_359566_359576': 3}, {'360082': 31, '360086': 2, 'GS_cluster_2415878664_254486231_359566_359576': 6}, 
26070.0, {'360082': -4.0, '360086': -0.13839285, 'GS_cluster_2415878664_254486231_359566_359576': -0.7276786}, {'360082': 16, '360086': 1, 'GS_cluster_2415878664_254486231_359566_359576': 4}, {'360082': 32, '360086': 2, 'GS_cluster_2415878664_254486231_359566_359576': 9}, 
26080.0, {'360082': -4.0, '360086': -0.1875, 'GS_cluster_2415878664_254486231_359566_359576': -1.0446428}, {'360082': 17, '360086': 1, 'GS_cluster_2415878664_254486231_359566_359576': 4}, {'360082': 35, '360086': 3, 'GS_cluster_2415878664_254486231_359566_359576': 8}, 
26090.0, {'360082': -4.0, '360086': -0.36607143, 'GS_cluster_2415878664_254486231_359566_359576': -1.4419643}, {'360082': 19, '360086': 1, 'GS_cluster_2415878664_254486231_359566_359576': 4}, {'360082': 39, '360086': 4, 'GS_cluster_2415878664_254486231_359566_359576': 9}, 
26100.0, {'360082': -4.0, '360086': -0.004464286, 'GS_cluster_2415878664_254486231_359566_359576': -0.16964285}, {'360082': 16, '360086': 1, 'GS_cluster_2415878664_254486231_359566_359576': 1}, {'360082': 31, '360086': 1, 'GS_cluster_2415878664_254486231_359566_359576': 2}, 
26110.0, {'360082': -4.0, '360086': -0.04910714, 'GS_cluster_2415878664_254486231_359566_359576': -0.125}, {'360082': 16, '360086': 1, 'GS_cluster_2415878664_254486231_359566_359576': 2}, {'360082': 31, '360086': 1, 'GS_cluster_2415878664_254486231_359566_359576': 6}, 
26120.0, {'360082': -4.0, '360086': -0.058035713, 'GS_cluster_2415878664_254486231_359566_359576': -0.42410713}, {'360082': 13, '360086': 1, 'GS_cluster_2415878664_254486231_359566_359576': 3}, {'360082': 25, '360086': 2, 'GS_cluster_2415878664_254486231_359566_359576': 7}, 
26130.0, {'360082': -4.0, '360086': -0.16071428, 'GS_cluster_2415878664_254486231_359566_359576': -0.7589286}, {'360082': 15, '360086': 2, 'GS_cluster_2415878664_254486231_359566_359576': 5}, {'360082': 31, '360086': 3, 'GS_cluster_2415878664_254486231_359566_359576': 10}, 
26140.0, {'360082': -4.0, '360086': -0.026785715, 'GS_cluster_2415878664_254486231_359566_359576': -0.8035714}, {'360082': 12, '360086': 1, 'GS_cluster_2415878664_254486231_359566_359576': 2}, {'360082': 25, '360086': 1, 'GS_cluster_2415878664_254486231_359566_359576': 8}, 
