57610.0, {'gneJ207': 0.0}, {'gneJ207': 0}, {'gneJ207': 0}, 
57620.0, {'gneJ207': 0.0}, {'gneJ207': 0}, {'gneJ207': 0}, 
57630.0, {'gneJ207': -0.017857144}, {'gneJ207': 2}, {'gneJ207': 2}, 
57640.0, {'gneJ207': -0.12053572}, {'gneJ207': 2}, {'gneJ207': 3}, 
57650.0, {'gneJ207': 0.0}, {'gneJ207': 0}, {'gneJ207': 0}, 
57660.0, {'gneJ207': -0.09375}, {'gneJ207': 3}, {'gneJ207': 4}, 
57670.0, {'gneJ207': -0.0625}, {'gneJ207': 1}, {'gneJ207': 1}, 
57680.0, {'gneJ207': -0.004464286}, {'gneJ207': 1}, {'gneJ207': 1}, 
57690.0, {'gneJ207': 0.0}, {'gneJ207': 0}, {'gneJ207': 0}, 
57700.0, {'gneJ207': -0.15178572}, {'gneJ207': 6}, {'gneJ207': 8}, 
57710.0, {'gneJ207': -0.36160713}, {'gneJ207': 10}, {'gneJ207': 11}, 
57720.0, {'gneJ207': -0.7276786}, {'gneJ207': 11}, {'gneJ207': 12}, 
57730.0, {'gneJ207': -1.0223215}, {'gneJ207': 11}, {'gneJ207': 14}, 
57740.0, {'gneJ207': -1.2544643}, {'gneJ207': 11}, {'gneJ207': 12}, 
57750.0, {'gneJ207': -1.7767857}, {'gneJ207': 13}, {'gneJ207': 14}, 
57760.0, {'gneJ207': -2.0044644}, {'gneJ207': 12}, {'gneJ207': 12}, 
57770.0, {'gneJ207': -2.5357144}, {'gneJ207': 15}, {'gneJ207': 17}, 
57780.0, {'gneJ207': -2.8214285}, {'gneJ207': 14}, {'gneJ207': 17}, 
57790.0, {'gneJ207': -3.5982144}, {'gneJ207': 15}, {'gneJ207': 18}, 
57800.0, {'gneJ207': -4.0}, {'gneJ207': 16}, {'gneJ207': 19}, 
57810.0, {'gneJ207': -4.0}, {'gneJ207': 14}, {'gneJ207': 16}, 
57820.0, {'gneJ207': -4.0}, {'gneJ207': 15}, {'gneJ207': 18}, 
57830.0, {'gneJ207': -4.0}, {'gneJ207': 15}, {'gneJ207': 20}, 
57840.0, {'gneJ207': -4.0}, {'gneJ207': 16}, {'gneJ207': 17}, 
57850.0, {'gneJ207': -4.0}, {'gneJ207': 16}, {'gneJ207': 19}, 
57860.0, {'gneJ207': -4.0}, {'gneJ207': 13}, {'gneJ207': 19}, 
57870.0, {'gneJ207': -4.0}, {'gneJ207': 11}, {'gneJ207': 12}, 
57880.0, {'gneJ207': -4.0}, {'gneJ207': 11}, {'gneJ207': 15}, 
57890.0, {'gneJ207': -4.0}, {'gneJ207': 11}, {'gneJ207': 15}, 
57900.0, {'gneJ207': -4.0}, {'gneJ207': 10}, {'gneJ207': 12}, 
57910.0, {'gneJ207': -3.4151785}, {'gneJ207': 8}, {'gneJ207': 9}, 
57920.0, {'gneJ207': -2.450893}, {'gneJ207': 6}, {'gneJ207': 8}, 
57930.0, {'gneJ207': -1.4508928}, {'gneJ207': 4}, {'gneJ207': 6}, 
57940.0, {'gneJ207': -0.8125}, {'gneJ207': 2}, {'gneJ207': 4}, 
57950.0, {'gneJ207': 0.0}, {'gneJ207': 0}, {'gneJ207': 0}, 
57960.0, {'gneJ207': -0.084821425}, {'gneJ207': 3}, {'gneJ207': 4}, 
57970.0, {'gneJ207': -0.05357143}, {'gneJ207': 1}, {'gneJ207': 1}, 
