57610.0, {'gneJ207': 0.0}, {'gneJ207': 0}, {'gneJ207': 0}, 
57620.0, {'gneJ207': 0.0}, {'gneJ207': 0}, {'gneJ207': 0}, 
57630.0, {'gneJ207': 0.0}, {'gneJ207': 0}, {'gneJ207': 0}, 
57640.0, {'gneJ207': 0.0}, {'gneJ207': 0}, {'gneJ207': 0}, 
57650.0, {'gneJ207': -0.03125}, {'gneJ207': 1}, {'gneJ207': 2}, 
57660.0, {'gneJ207': 0.0}, {'gneJ207': 0}, {'gneJ207': 0}, 
57670.0, {'gneJ207': -0.09821428}, {'gneJ207': 3}, {'gneJ207': 5}, 
57680.0, {'gneJ207': -0.46875}, {'gneJ207': 5}, {'gneJ207': 11}, 
57690.0, {'gneJ207': -1.1607143}, {'gneJ207': 8}, {'gneJ207': 20}, 
57700.0, {'gneJ207': -2.2544644}, {'gneJ207': 15}, {'gneJ207': 29}, 
57710.0, {'gneJ207': -1.5625}, {'gneJ207': 15}, {'gneJ207': 17}, 
57720.0, {'gneJ207': -1.8616072}, {'gneJ207': 14}, {'gneJ207': 19}, 
57730.0, {'gneJ207': -2.4955356}, {'gneJ207': 15}, {'gneJ207': 21}, 
57740.0, {'gneJ207': -2.96875}, {'gneJ207': 13}, {'gneJ207': 20}, 
57750.0, {'gneJ207': -3.3348215}, {'gneJ207': 16}, {'gneJ207': 20}, 
57760.0, {'gneJ207': -3.1517856}, {'gneJ207': 14}, {'gneJ207': 17}, 
57770.0, {'gneJ207': -3.950893}, {'gneJ207': 16}, {'gneJ207': 21}, 
57780.0, {'gneJ207': -4.0}, {'gneJ207': 16}, {'gneJ207': 23}, 
57790.0, {'gneJ207': -4.0}, {'gneJ207': 16}, {'gneJ207': 23}, 
57800.0, {'gneJ207': -4.0}, {'gneJ207': 16}, {'gneJ207': 19}, 
57810.0, {'gneJ207': -4.0}, {'gneJ207': 15}, {'gneJ207': 16}, 
57820.0, {'gneJ207': -4.0}, {'gneJ207': 12}, {'gneJ207': 13}, 
57830.0, {'gneJ207': -4.0}, {'gneJ207': 14}, {'gneJ207': 16}, 
57840.0, {'gneJ207': -4.0}, {'gneJ207': 14}, {'gneJ207': 21}, 
57850.0, {'gneJ207': -4.0}, {'gneJ207': 15}, {'gneJ207': 23}, 
57860.0, {'gneJ207': -4.0}, {'gneJ207': 15}, {'gneJ207': 28}, 
