57610.0, {'gneJ207': 0.0}, {'gneJ207': 0}, {'gneJ207': 0}, 
57620.0, {'gneJ207': -0.004464286}, {'gneJ207': 1}, {'gneJ207': 1}, 
57630.0, {'gneJ207': -0.04910714}, {'gneJ207': 1}, {'gneJ207': 1}, 
57640.0, {'gneJ207': -0.10714286}, {'gneJ207': 2}, {'gneJ207': 3}, 
57650.0, {'gneJ207': -0.23214285}, {'gneJ207': 2}, {'gneJ207': 4}, 
57660.0, {'gneJ207': 0.0}, {'gneJ207': 0}, {'gneJ207': 0}, 
57670.0, {'gneJ207': -0.0625}, {'gneJ207': 1}, {'gneJ207': 2}, 
57680.0, {'gneJ207': 0.0}, {'gneJ207': 0}, {'gneJ207': 0}, 
57690.0, {'gneJ207': -0.084821425}, {'gneJ207': 4}, {'gneJ207': 5}, 
57700.0, {'gneJ207': -0.21875}, {'gneJ207': 4}, {'gneJ207': 6}, 
57710.0, {'gneJ207': -0.14732143}, {'gneJ207': 2}, {'gneJ207': 2}, 
57720.0, {'gneJ207': -0.2544643}, {'gneJ207': 3}, {'gneJ207': 3}, 
57730.0, {'gneJ207': -0.54910713}, {'gneJ207': 8}, {'gneJ207': 11}, 
57740.0, {'gneJ207': -0.7901786}, {'gneJ207': 11}, {'gneJ207': 13}, 
57750.0, {'gneJ207': -1.0357143}, {'gneJ207': 10}, {'gneJ207': 11}, 
57760.0, {'gneJ207': -1.5625}, {'gneJ207': 11}, {'gneJ207': 13}, 
57770.0, {'gneJ207': -1.7678572}, {'gneJ207': 11}, {'gneJ207': 14}, 
57780.0, {'gneJ207': -1.9642857}, {'gneJ207': 12}, {'gneJ207': 13}, 
57790.0, {'gneJ207': -1.9866072}, {'gneJ207': 12}, {'gneJ207': 13}, 
57800.0, {'gneJ207': -2.580357}, {'gneJ207': 13}, {'gneJ207': 14}, 
57810.0, {'gneJ207': -3.2098215}, {'gneJ207': 14}, {'gneJ207': 15}, 
57820.0, {'gneJ207': -3.236607}, {'gneJ207': 14}, {'gneJ207': 14}, 
57830.0, {'gneJ207': -3.9107144}, {'gneJ207': 16}, {'gneJ207': 16}, 
57840.0, {'gneJ207': -3.888393}, {'gneJ207': 14}, {'gneJ207': 14}, 
57850.0, {'gneJ207': -3.513393}, {'gneJ207': 12}, {'gneJ207': 13}, 
57860.0, {'gneJ207': -3.6026785}, {'gneJ207': 11}, {'gneJ207': 14}, 
57870.0, {'gneJ207': -3.6205356}, {'gneJ207': 10}, {'gneJ207': 15}, 
57880.0, {'gneJ207': -3.3035715}, {'gneJ207': 8}, {'gneJ207': 14}, 
57890.0, {'gneJ207': -2.419643}, {'gneJ207': 6}, {'gneJ207': 7}, 
57900.0, {'gneJ207': -1.21875}, {'gneJ207': 3}, {'gneJ207': 4}, 
57910.0, {'gneJ207': -0.42410713}, {'gneJ207': 1}, {'gneJ207': 2}, 
