57610.0, {'gneJ207': 0.0}, {'gneJ207': 0}, {'gneJ207': 0}, 
57620.0, {'gneJ207': -0.008928572}, {'gneJ207': 1}, {'gneJ207': 1}, 
57630.0, {'gneJ207': 0.0}, {'gneJ207': 0}, {'gneJ207': 0}, 
57640.0, {'gneJ207': 0.0}, {'gneJ207': 0}, {'gneJ207': 0}, 
57650.0, {'gneJ207': -0.11160714}, {'gneJ207': 2}, {'gneJ207': 6}, 
57660.0, {'gneJ207': 0.0}, {'gneJ207': 0}, {'gneJ207': 0}, 
57670.0, {'gneJ207': -0.02232143}, {'gneJ207': 1}, {'gneJ207': 1}, 
57680.0, {'gneJ207': 0.0}, {'gneJ207': 0}, {'gneJ207': 0}, 
57690.0, {'gneJ207': -0.026785715}, {'gneJ207': 1}, {'gneJ207': 3}, 
57700.0, {'gneJ207': 0.0}, {'gneJ207': 0}, {'gneJ207': 0}, 
57710.0, {'gneJ207': -0.12053572}, {'gneJ207': 5}, {'gneJ207': 6}, 
57720.0, {'gneJ207': -0.33035713}, {'gneJ207': 7}, {'gneJ207': 9}, 
57730.0, {'gneJ207': -0.64285713}, {'gneJ207': 8}, {'gneJ207': 9}, 
57740.0, {'gneJ207': -0.65625}, {'gneJ207': 6}, {'gneJ207': 7}, 
57750.0, {'gneJ207': -0.78125}, {'gneJ207': 5}, {'gneJ207': 7}, 
57760.0, {'gneJ207': -1.0446428}, {'gneJ207': 6}, {'gneJ207': 8}, 
57770.0, {'gneJ207': -1.0625}, {'gneJ207': 7}, {'gneJ207': 10}, 
57780.0, {'gneJ207': -1.5625}, {'gneJ207': 9}, {'gneJ207': 13}, 
57790.0, {'gneJ207': -2.2723215}, {'gneJ207': 13}, {'gneJ207': 18}, 
57800.0, {'gneJ207': -3.0982144}, {'gneJ207': 13}, {'gneJ207': 19}, 
57810.0, {'gneJ207': -3.2723215}, {'gneJ207': 14}, {'gneJ207': 18}, 
57820.0, {'gneJ207': -2.90625}, {'gneJ207': 14}, {'gneJ207': 14}, 
57830.0, {'gneJ207': -2.794643}, {'gneJ207': 12}, {'gneJ207': 12}, 
57840.0, {'gneJ207': -2.7410715}, {'gneJ207': 10}, {'gneJ207': 11}, 
57850.0, {'gneJ207': -2.8169644}, {'gneJ207': 9}, {'gneJ207': 10}, 
57860.0, {'gneJ207': -2.392857}, {'gneJ207': 7}, {'gneJ207': 7}, 
57870.0, {'gneJ207': -1.6741072}, {'gneJ207': 5}, {'gneJ207': 5}, 
57880.0, {'gneJ207': -1.0535715}, {'gneJ207': 3}, {'gneJ207': 3}, 
57890.0, {'gneJ207': -1.1875}, {'gneJ207': 3}, {'gneJ207': 3}, 
57900.0, {'gneJ207': -1.4776785}, {'gneJ207': 8}, {'gneJ207': 8}, 
57910.0, {'gneJ207': -1.8392857}, {'gneJ207': 9}, {'gneJ207': 9}, 
57920.0, {'gneJ207': -1.1830357}, {'gneJ207': 7}, {'gneJ207': 9}, 
57930.0, {'gneJ207': -0.7410714}, {'gneJ207': 5}, {'gneJ207': 5}, 
57940.0, {'gneJ207': -0.96428573}, {'gneJ207': 5}, {'gneJ207': 5}, 
57950.0, {'gneJ207': -0.4107143}, {'gneJ207': 2}, {'gneJ207': 2}, 
57960.0, {'gneJ207': -0.5089286}, {'gneJ207': 3}, {'gneJ207': 3}, 
57970.0, {'gneJ207': -0.102678575}, {'gneJ207': 1}, {'gneJ207': 3}, 
57980.0, {'gneJ207': -0.2767857}, {'gneJ207': 2}, {'gneJ207': 5}, 
57990.0, {'gneJ207': -0.5714286}, {'gneJ207': 3}, {'gneJ207': 7}, 
58000.0, {'gneJ207': -0.8839286}, {'gneJ207': 3}, {'gneJ207': 7}, 
58010.0, {'gneJ207': -0.8214286}, {'gneJ207': 3}, {'gneJ207': 6}, 
58020.0, {'gneJ207': 0.0}, {'gneJ207': 0}, {'gneJ207': 0}, 
58030.0, {'gneJ207': -0.04017857}, {'gneJ207': 1}, {'gneJ207': 2}, 
58040.0, {'gneJ207': 0.0}, {'gneJ207': 0}, {'gneJ207': 0}, 
58050.0, {'gneJ207': 0.0}, {'gneJ207': 0}, {'gneJ207': 0}, 
58060.0, {'gneJ207': 0.0}, {'gneJ207': 0}, {'gneJ207': 0}, 
58070.0, {'gneJ207': -0.017857144}, {'gneJ207': 1}, {'gneJ207': 1}, 
