57610.0, {'gneJ207': 0.0}, {'gneJ207': 0}, {'gneJ207': 0}, 
57620.0, {'gneJ207': 0.0}, {'gneJ207': 0}, {'gneJ207': 0}, 
57630.0, {'gneJ207': 0.0}, {'gneJ207': 0}, {'gneJ207': 0}, 
57640.0, {'gneJ207': -0.035714287}, {'gneJ207': 1}, {'gneJ207': 1}, 
57650.0, {'gneJ207': 0.0}, {'gneJ207': 0}, {'gneJ207': 0}, 
57660.0, {'gneJ207': -0.02232143}, {'gneJ207': 1}, {'gneJ207': 1}, 
57670.0, {'gneJ207': 0.0}, {'gneJ207': 0}, {'gneJ207': 0}, 
57680.0, {'gneJ207': -0.17857143}, {'gneJ207': 5}, {'gneJ207': 8}, 
57690.0, {'gneJ207': -0.1875}, {'gneJ207': 4}, {'gneJ207': 4}, 
57700.0, {'gneJ207': -0.09821428}, {'gneJ207': 1}, {'gneJ207': 3}, 
57710.0, {'gneJ207': -0.102678575}, {'gneJ207': 1}, {'gneJ207': 1}, 
57720.0, {'gneJ207': -0.14732143}, {'gneJ207': 1}, {'gneJ207': 1}, 
57730.0, {'gneJ207': -0.32589287}, {'gneJ207': 6}, {'gneJ207': 9}, 
57740.0, {'gneJ207': -0.4732143}, {'gneJ207': 11}, {'gneJ207': 13}, 
57750.0, {'gneJ207': -1.0580357}, {'gneJ207': 14}, {'gneJ207': 16}, 
57760.0, {'gneJ207': -1.7678572}, {'gneJ207': 17}, {'gneJ207': 18}, 
57770.0, {'gneJ207': -2.638393}, {'gneJ207': 17}, {'gneJ207': 20}, 
57780.0, {'gneJ207': -2.892857}, {'gneJ207': 15}, {'gneJ207': 18}, 
57790.0, {'gneJ207': -3.7410715}, {'gneJ207': 16}, {'gneJ207': 20}, 
57800.0, {'gneJ207': -4.0}, {'gneJ207': 15}, {'gneJ207': 19}, 
57810.0, {'gneJ207': -4.0}, {'gneJ207': 16}, {'gneJ207': 20}, 
57820.0, {'gneJ207': -4.0}, {'gneJ207': 15}, {'gneJ207': 19}, 
57830.0, {'gneJ207': -4.0}, {'gneJ207': 14}, {'gneJ207': 20}, 
57840.0, {'gneJ207': -4.0}, {'gneJ207': 13}, {'gneJ207': 19}, 
57850.0, {'gneJ207': -4.0}, {'gneJ207': 10}, {'gneJ207': 18}, 
57860.0, {'gneJ207': -4.0}, {'gneJ207': 10}, {'gneJ207': 12}, 
