57610.0, {'gneJ207': 0.0}, {'gneJ207': 0}, {'gneJ207': 0}, 
57620.0, {'gneJ207': 0.0}, {'gneJ207': 0}, {'gneJ207': 0}, 
57630.0, {'gneJ207': -0.008928572}, {'gneJ207': 1}, {'gneJ207': 1}, 
57640.0, {'gneJ207': -0.017857144}, {'gneJ207': 1}, {'gneJ207': 1}, 
57650.0, {'gneJ207': 0.0}, {'gneJ207': 0}, {'gneJ207': 0}, 
57660.0, {'gneJ207': -0.013392857}, {'gneJ207': 1}, {'gneJ207': 1}, 
57670.0, {'gneJ207': 0.0}, {'gneJ207': 0}, {'gneJ207': 0}, 
57680.0, {'gneJ207': -0.09821428}, {'gneJ207': 4}, {'gneJ207': 6}, 
57690.0, {'gneJ207': -0.16071428}, {'gneJ207': 3}, {'gneJ207': 3}, 
57700.0, {'gneJ207': -0.13839285}, {'gneJ207': 2}, {'gneJ207': 4}, 
57710.0, {'gneJ207': -0.19196428}, {'gneJ207': 2}, {'gneJ207': 2}, 
57720.0, {'gneJ207': -0.30357143}, {'gneJ207': 5}, {'gneJ207': 5}, 
57730.0, {'gneJ207': -0.52678573}, {'gneJ207': 5}, {'gneJ207': 5}, 
57740.0, {'gneJ207': -0.29464287}, {'gneJ207': 2}, {'gneJ207': 3}, 
57750.0, {'gneJ207': -0.53125}, {'gneJ207': 6}, {'gneJ207': 8}, 
57760.0, {'gneJ207': -0.4732143}, {'gneJ207': 7}, {'gneJ207': 7}, 
57770.0, {'gneJ207': -0.6160714}, {'gneJ207': 7}, {'gneJ207': 8}, 
57780.0, {'gneJ207': -0.5535714}, {'gneJ207': 7}, {'gneJ207': 7}, 
57790.0, {'gneJ207': -0.5089286}, {'gneJ207': 6}, {'gneJ207': 6}, 
57800.0, {'gneJ207': -0.39285713}, {'gneJ207': 4}, {'gneJ207': 4}, 
57810.0, {'gneJ207': -0.3794643}, {'gneJ207': 2}, {'gneJ207': 2}, 
57820.0, {'gneJ207': -0.52678573}, {'gneJ207': 4}, {'gneJ207': 5}, 
57830.0, {'gneJ207': -0.83035713}, {'gneJ207': 5}, {'gneJ207': 8}, 
57840.0, {'gneJ207': -0.76785713}, {'gneJ207': 3}, {'gneJ207': 8}, 
57850.0, {'gneJ207': -1.21875}, {'gneJ207': 6}, {'gneJ207': 13}, 
57860.0, {'gneJ207': -1.9776785}, {'gneJ207': 7}, {'gneJ207': 19}, 
57870.0, {'gneJ207': -0.9910714}, {'gneJ207': 5}, {'gneJ207': 10}, 
57880.0, {'gneJ207': -0.8348214}, {'gneJ207': 5}, {'gneJ207': 5}, 
57890.0, {'gneJ207': -0.36607143}, {'gneJ207': 2}, {'gneJ207': 2}, 
57900.0, {'gneJ207': -0.04464286}, {'gneJ207': 1}, {'gneJ207': 1}, 
57910.0, {'gneJ207': 0.0}, {'gneJ207': 0}, {'gneJ207': 0}, 
57920.0, {'gneJ207': -0.0625}, {'gneJ207': 1}, {'gneJ207': 2}, 
57930.0, {'gneJ207': 0.0}, {'gneJ207': 0}, {'gneJ207': 0}, 
57940.0, {'gneJ207': 0.0}, {'gneJ207': 0}, {'gneJ207': 0}, 
57950.0, {'gneJ207': -0.017857144}, {'gneJ207': 1}, {'gneJ207': 1}, 
57960.0, {'gneJ207': -0.09821428}, {'gneJ207': 2}, {'gneJ207': 3}, 
57970.0, {'gneJ207': 0.0}, {'gneJ207': 0}, {'gneJ207': 0}, 
57980.0, {'gneJ207': -0.004464286}, {'gneJ207': 1}, {'gneJ207': 1}, 
57990.0, {'gneJ207': -0.12946428}, {'gneJ207': 2}, {'gneJ207': 3}, 
