57610.0, {'gneJ207': 0.0}, {'gneJ207': 0}, {'gneJ207': 0}, 
57620.0, {'gneJ207': 0.0}, {'gneJ207': 0}, {'gneJ207': 0}, 
57630.0, {'gneJ207': 0.0}, {'gneJ207': 0}, {'gneJ207': 0}, 
57640.0, {'gneJ207': 0.0}, {'gneJ207': 0}, {'gneJ207': 0}, 
57650.0, {'gneJ207': -0.05357143}, {'gneJ207': 1}, {'gneJ207': 4}, 
57660.0, {'gneJ207': -0.39732143}, {'gneJ207': 3}, {'gneJ207': 11}, 
57670.0, {'gneJ207': -0.058035713}, {'gneJ207': 1}, {'gneJ207': 1}, 
57680.0, {'gneJ207': -0.04017857}, {'gneJ207': 2}, {'gneJ207': 2}, 
57690.0, {'gneJ207': -0.3125}, {'gneJ207': 4}, {'gneJ207': 10}, 
57700.0, {'gneJ207': -0.16517857}, {'gneJ207': 6}, {'gneJ207': 6}, 
57710.0, {'gneJ207': -0.36607143}, {'gneJ207': 7}, {'gneJ207': 9}, 
57720.0, {'gneJ207': -0.65178573}, {'gneJ207': 8}, {'gneJ207': 10}, 
57730.0, {'gneJ207': -0.95089287}, {'gneJ207': 11}, {'gneJ207': 12}, 
57740.0, {'gneJ207': -1.59375}, {'gneJ207': 15}, {'gneJ207': 18}, 
57750.0, {'gneJ207': -2.1294644}, {'gneJ207': 14}, {'gneJ207': 18}, 
57760.0, {'gneJ207': -2.53125}, {'gneJ207': 15}, {'gneJ207': 18}, 
57770.0, {'gneJ207': -2.9107144}, {'gneJ207': 13}, {'gneJ207': 22}, 
57780.0, {'gneJ207': -3.986607}, {'gneJ207': 15}, {'gneJ207': 26}, 
57790.0, {'gneJ207': -4.0}, {'gneJ207': 13}, {'gneJ207': 24}, 
57800.0, {'gneJ207': -4.0}, {'gneJ207': 14}, {'gneJ207': 25}, 
57810.0, {'gneJ207': -4.0}, {'gneJ207': 14}, {'gneJ207': 18}, 
57820.0, {'gneJ207': -4.0}, {'gneJ207': 15}, {'gneJ207': 18}, 
57830.0, {'gneJ207': -4.0}, {'gneJ207': 15}, {'gneJ207': 18}, 
57840.0, {'gneJ207': -4.0}, {'gneJ207': 13}, {'gneJ207': 13}, 
57850.0, {'gneJ207': -4.0}, {'gneJ207': 12}, {'gneJ207': 14}, 
57860.0, {'gneJ207': -4.0}, {'gneJ207': 11}, {'gneJ207': 16}, 
