57610.0, {'gneJ207': 0.0}, {'gneJ207': 0}, {'gneJ207': 0}, 
57620.0, {'gneJ207': 0.0}, {'gneJ207': 0}, {'gneJ207': 0}, 
57630.0, {'gneJ207': 0.0}, {'gneJ207': 0}, {'gneJ207': 0}, 
57640.0, {'gneJ207': 0.0}, {'gneJ207': 0}, {'gneJ207': 0}, 
57650.0, {'gneJ207': -0.017857144}, {'gneJ207': 1}, {'gneJ207': 2}, 
57660.0, {'gneJ207': -0.23660715}, {'gneJ207': 3}, {'gneJ207': 9}, 
57670.0, {'gneJ207': -0.04910714}, {'gneJ207': 1}, {'gneJ207': 1}, 
57680.0, {'gneJ207': -0.116071425}, {'gneJ207': 1}, {'gneJ207': 4}, 
57690.0, {'gneJ207': -0.2767857}, {'gneJ207': 2}, {'gneJ207': 7}, 
57700.0, {'gneJ207': -0.66071427}, {'gneJ207': 6}, {'gneJ207': 12}, 
57710.0, {'gneJ207': -0.4375}, {'gneJ207': 10}, {'gneJ207': 11}, 
57720.0, {'gneJ207': -0.7589286}, {'gneJ207': 12}, {'gneJ207': 13}, 
57730.0, {'gneJ207': -1.1116072}, {'gneJ207': 11}, {'gneJ207': 11}, 
57740.0, {'gneJ207': -1.34375}, {'gneJ207': 10}, {'gneJ207': 11}, 
57750.0, {'gneJ207': -1.8928572}, {'gneJ207': 11}, {'gneJ207': 13}, 
57760.0, {'gneJ207': -2.5267856}, {'gneJ207': 13}, {'gneJ207': 16}, 
57770.0, {'gneJ207': -3.4285715}, {'gneJ207': 18}, {'gneJ207': 25}, 
57780.0, {'gneJ207': -3.388393}, {'gneJ207': 17}, {'gneJ207': 18}, 
57790.0, {'gneJ207': -4.0}, {'gneJ207': 17}, {'gneJ207': 19}, 
57800.0, {'gneJ207': -4.0}, {'gneJ207': 15}, {'gneJ207': 16}, 
57810.0, {'gneJ207': -3.6294644}, {'gneJ207': 12}, {'gneJ207': 12}, 
57820.0, {'gneJ207': -3.6830356}, {'gneJ207': 11}, {'gneJ207': 12}, 
57830.0, {'gneJ207': -2.8705356}, {'gneJ207': 8}, {'gneJ207': 10}, 
57840.0, {'gneJ207': -2.5892856}, {'gneJ207': 7}, {'gneJ207': 7}, 
57850.0, {'gneJ207': -1.9241072}, {'gneJ207': 5}, {'gneJ207': 6}, 
57860.0, {'gneJ207': -0.91964287}, {'gneJ207': 3}, {'gneJ207': 6}, 
