57610.0, {'gneJ207': 0.0}, {'gneJ207': 0}, {'gneJ207': 0}, 
57620.0, {'gneJ207': 0.0}, {'gneJ207': 0}, {'gneJ207': 0}, 
57630.0, {'gneJ207': 0.0}, {'gneJ207': 0}, {'gneJ207': 0}, 
57640.0, {'gneJ207': -0.008928572}, {'gneJ207': 1}, {'gneJ207': 1}, 
57650.0, {'gneJ207': -0.02232143}, {'gneJ207': 1}, {'gneJ207': 2}, 
57660.0, {'gneJ207': -0.17410715}, {'gneJ207': 3}, {'gneJ207': 5}, 
57670.0, {'gneJ207': -0.5535714}, {'gneJ207': 3}, {'gneJ207': 10}, 
57680.0, {'gneJ207': -0.2544643}, {'gneJ207': 2}, {'gneJ207': 3}, 
57690.0, {'gneJ207': -0.53571427}, {'gneJ207': 4}, {'gneJ207': 11}, 
57700.0, {'gneJ207': -0.16964285}, {'gneJ207': 6}, {'gneJ207': 6}, 
57710.0, {'gneJ207': -0.3392857}, {'gneJ207': 6}, {'gneJ207': 10}, 
57720.0, {'gneJ207': -0.8214286}, {'gneJ207': 7}, {'gneJ207': 11}, 
57730.0, {'gneJ207': -0.84375}, {'gneJ207': 6}, {'gneJ207': 7}, 
57740.0, {'gneJ207': -1.1517857}, {'gneJ207': 10}, {'gneJ207': 13}, 
57750.0, {'gneJ207': -1.5267857}, {'gneJ207': 13}, {'gneJ207': 15}, 
57760.0, {'gneJ207': -1.6607143}, {'gneJ207': 15}, {'gneJ207': 17}, 
57770.0, {'gneJ207': -2.0625}, {'gneJ207': 13}, {'gneJ207': 16}, 
57780.0, {'gneJ207': -2.544643}, {'gneJ207': 14}, {'gneJ207': 17}, 
57790.0, {'gneJ207': -3.34375}, {'gneJ207': 14}, {'gneJ207': 18}, 
57800.0, {'gneJ207': -3.361607}, {'gneJ207': 13}, {'gneJ207': 14}, 
57810.0, {'gneJ207': -3.3705356}, {'gneJ207': 11}, {'gneJ207': 11}, 
57820.0, {'gneJ207': -2.169643}, {'gneJ207': 7}, {'gneJ207': 8}, 
57830.0, {'gneJ207': -2.5625}, {'gneJ207': 7}, {'gneJ207': 9}, 
57840.0, {'gneJ207': -2.263393}, {'gneJ207': 8}, {'gneJ207': 13}, 
57850.0, {'gneJ207': -2.013393}, {'gneJ207': 6}, {'gneJ207': 13}, 
57860.0, {'gneJ207': -1.7366072}, {'gneJ207': 7}, {'gneJ207': 15}, 
