25210.0, {'GS_cluster_357187_359543': 0.0}, {'GS_cluster_357187_359543': 0}, {'GS_cluster_357187_359543': 0}, 
25220.0, {'GS_cluster_357187_359543': 0.0}, {'GS_cluster_357187_359543': 0}, {'GS_cluster_357187_359543': 0}, 
25230.0, {'GS_cluster_357187_359543': -0.017857144}, {'GS_cluster_357187_359543': 2}, {'GS_cluster_357187_359543': 2}, 
25240.0, {'GS_cluster_357187_359543': -0.10714286}, {'GS_cluster_357187_359543': 2}, {'GS_cluster_357187_359543': 2}, 
25250.0, {'GS_cluster_357187_359543': -0.19642857}, {'GS_cluster_357187_359543': 2}, {'GS_cluster_357187_359543': 2}, 
25260.0, {'GS_cluster_357187_359543': -0.20089285}, {'GS_cluster_357187_359543': 1}, {'GS_cluster_357187_359543': 4}, 
25270.0, {'GS_cluster_357187_359543': -0.3482143}, {'GS_cluster_357187_359543': 4}, {'GS_cluster_357187_359543': 9}, 
25280.0, {'GS_cluster_357187_359543': -0.21875}, {'GS_cluster_357187_359543': 2}, {'GS_cluster_357187_359543': 3}, 
25290.0, {'GS_cluster_357187_359543': -0.45535713}, {'GS_cluster_357187_359543': 4}, {'GS_cluster_357187_359543': 9}, 
25300.0, {'GS_cluster_357187_359543': -0.4017857}, {'GS_cluster_357187_359543': 2}, {'GS_cluster_357187_359543': 4}, 
25310.0, {'GS_cluster_357187_359543': -0.55803573}, {'GS_cluster_357187_359543': 3}, {'GS_cluster_357187_359543': 7}, 
25320.0, {'GS_cluster_357187_359543': -0.017857144}, {'GS_cluster_357187_359543': 1}, {'GS_cluster_357187_359543': 1}, 
25330.0, {'GS_cluster_357187_359543': -0.19196428}, {'GS_cluster_357187_359543': 3}, {'GS_cluster_357187_359543': 6}, 
25340.0, {'GS_cluster_357187_359543': -0.008928572}, {'GS_cluster_357187_359543': 1}, {'GS_cluster_357187_359543': 1}, 
25350.0, {'GS_cluster_357187_359543': -0.26785713}, {'GS_cluster_357187_359543': 4}, {'GS_cluster_357187_359543': 11}, 
25360.0, {'GS_cluster_357187_359543': -0.84821427}, {'GS_cluster_357187_359543': 5}, {'GS_cluster_357187_359543': 15}, 
25370.0, {'GS_cluster_357187_359543': -1.6875}, {'GS_cluster_357187_359543': 8}, {'GS_cluster_357187_359543': 22}, 
25380.0, {'GS_cluster_357187_359543': -1.8973215}, {'GS_cluster_357187_359543': 10}, {'GS_cluster_357187_359543': 20}, 
25390.0, {'GS_cluster_357187_359543': -1.84375}, {'GS_cluster_357187_359543': 9}, {'GS_cluster_357187_359543': 23}, 
25400.0, {'GS_cluster_357187_359543': -2.6875}, {'GS_cluster_357187_359543': 10}, {'GS_cluster_357187_359543': 25}, 
25410.0, {'GS_cluster_357187_359543': -2.5625}, {'GS_cluster_357187_359543': 9}, {'GS_cluster_357187_359543': 28}, 
25420.0, {'GS_cluster_357187_359543': -3.669643}, {'GS_cluster_357187_359543': 9}, {'GS_cluster_357187_359543': 31}, 
25430.0, {'GS_cluster_357187_359543': -4.0}, {'GS_cluster_357187_359543': 10}, {'GS_cluster_357187_359543': 35}, 
25440.0, {'GS_cluster_357187_359543': -4.0}, {'GS_cluster_357187_359543': 12}, {'GS_cluster_357187_359543': 41}, 
25450.0, {'GS_cluster_357187_359543': -4.0}, {'GS_cluster_357187_359543': 14}, {'GS_cluster_357187_359543': 44}, 
25460.0, {'GS_cluster_357187_359543': -4.0}, {'GS_cluster_357187_359543': 14}, {'GS_cluster_357187_359543': 42}, 
25470.0, {'GS_cluster_357187_359543': -4.0}, {'GS_cluster_357187_359543': 14}, {'GS_cluster_357187_359543': 42}, 
25480.0, {'GS_cluster_357187_359543': -4.0}, {'GS_cluster_357187_359543': 14}, {'GS_cluster_357187_359543': 46}, 
25490.0, {'GS_cluster_357187_359543': -4.0}, {'GS_cluster_357187_359543': 16}, {'GS_cluster_357187_359543': 44}, 
25500.0, {'GS_cluster_357187_359543': -4.0}, {'GS_cluster_357187_359543': 16}, {'GS_cluster_357187_359543': 46}, 
25510.0, {'GS_cluster_357187_359543': -4.0}, {'GS_cluster_357187_359543': 13}, {'GS_cluster_357187_359543': 35}, 
25520.0, {'GS_cluster_357187_359543': -4.0}, {'GS_cluster_357187_359543': 11}, {'GS_cluster_357187_359543': 37}, 
25530.0, {'GS_cluster_357187_359543': -4.0}, {'GS_cluster_357187_359543': 14}, {'GS_cluster_357187_359543': 37}, 
25540.0, {'GS_cluster_357187_359543': -4.0}, {'GS_cluster_357187_359543': 18}, {'GS_cluster_357187_359543': 43}, 
25550.0, {'GS_cluster_357187_359543': -4.0}, {'GS_cluster_357187_359543': 20}, {'GS_cluster_357187_359543': 41}, 
25560.0, {'GS_cluster_357187_359543': -4.0}, {'GS_cluster_357187_359543': 18}, {'GS_cluster_357187_359543': 45}, 
25570.0, {'GS_cluster_357187_359543': -4.0}, {'GS_cluster_357187_359543': 13}, {'GS_cluster_357187_359543': 47}, 
25580.0, {'GS_cluster_357187_359543': -4.0}, {'GS_cluster_357187_359543': 9}, {'GS_cluster_357187_359543': 39}, 
25590.0, {'GS_cluster_357187_359543': -4.0}, {'GS_cluster_357187_359543': 8}, {'GS_cluster_357187_359543': 40}, 
25600.0, {'GS_cluster_357187_359543': -4.0}, {'GS_cluster_357187_359543': 8}, {'GS_cluster_357187_359543': 40}, 
25610.0, {'GS_cluster_357187_359543': -4.0}, {'GS_cluster_357187_359543': 9}, {'GS_cluster_357187_359543': 38}, 
25620.0, {'GS_cluster_357187_359543': -4.0}, {'GS_cluster_357187_359543': 11}, {'GS_cluster_357187_359543': 34}, 
25630.0, {'GS_cluster_357187_359543': -4.0}, {'GS_cluster_357187_359543': 10}, {'GS_cluster_357187_359543': 34}, 
25640.0, {'GS_cluster_357187_359543': -4.0}, {'GS_cluster_357187_359543': 9}, {'GS_cluster_357187_359543': 38}, 
25650.0, {'GS_cluster_357187_359543': -4.0}, {'GS_cluster_357187_359543': 7}, {'GS_cluster_357187_359543': 30}, 
25660.0, {'GS_cluster_357187_359543': -4.0}, {'GS_cluster_357187_359543': 9}, {'GS_cluster_357187_359543': 32}, 
25670.0, {'GS_cluster_357187_359543': -4.0}, {'GS_cluster_357187_359543': 11}, {'GS_cluster_357187_359543': 32}, 
25680.0, {'GS_cluster_357187_359543': -4.0}, {'GS_cluster_357187_359543': 12}, {'GS_cluster_357187_359543': 38}, 
25690.0, {'GS_cluster_357187_359543': -4.0}, {'GS_cluster_357187_359543': 10}, {'GS_cluster_357187_359543': 32}, 
25700.0, {'GS_cluster_357187_359543': -2.5357144}, {'GS_cluster_357187_359543': 6}, {'GS_cluster_357187_359543': 23}, 
25710.0, {'GS_cluster_357187_359543': -2.0535715}, {'GS_cluster_357187_359543': 8}, {'GS_cluster_357187_359543': 23}, 
25720.0, {'GS_cluster_357187_359543': -2.4732144}, {'GS_cluster_357187_359543': 8}, {'GS_cluster_357187_359543': 25}, 
25730.0, {'GS_cluster_357187_359543': -1.8705357}, {'GS_cluster_357187_359543': 6}, {'GS_cluster_357187_359543': 22}, 
25740.0, {'GS_cluster_357187_359543': -1.8392857}, {'GS_cluster_357187_359543': 7}, {'GS_cluster_357187_359543': 17}, 
25750.0, {'GS_cluster_357187_359543': -2.0401785}, {'GS_cluster_357187_359543': 6}, {'GS_cluster_357187_359543': 19}, 
25760.0, {'GS_cluster_357187_359543': -3.017857}, {'GS_cluster_357187_359543': 7}, {'GS_cluster_357187_359543': 31}, 
25770.0, {'GS_cluster_357187_359543': -3.107143}, {'GS_cluster_357187_359543': 7}, {'GS_cluster_357187_359543': 28}, 
25780.0, {'GS_cluster_357187_359543': -3.4464285}, {'GS_cluster_357187_359543': 8}, {'GS_cluster_357187_359543': 28}, 
25790.0, {'GS_cluster_357187_359543': -3.9776785}, {'GS_cluster_357187_359543': 8}, {'GS_cluster_357187_359543': 25}, 
25800.0, {'GS_cluster_357187_359543': -2.8214285}, {'GS_cluster_357187_359543': 6}, {'GS_cluster_357187_359543': 25}, 
25810.0, {'GS_cluster_357187_359543': -1.5267857}, {'GS_cluster_357187_359543': 8}, {'GS_cluster_357187_359543': 23}, 
25820.0, {'GS_cluster_357187_359543': -2.1026785}, {'GS_cluster_357187_359543': 7}, {'GS_cluster_357187_359543': 25}, 
25830.0, {'GS_cluster_357187_359543': -2.7857144}, {'GS_cluster_357187_359543': 8}, {'GS_cluster_357187_359543': 22}, 
25840.0, {'GS_cluster_357187_359543': -2.7723215}, {'GS_cluster_357187_359543': 8}, {'GS_cluster_357187_359543': 24}, 
25850.0, {'GS_cluster_357187_359543': -3.5714285}, {'GS_cluster_357187_359543': 8}, {'GS_cluster_357187_359543': 23}, 
25860.0, {'GS_cluster_357187_359543': -4.0}, {'GS_cluster_357187_359543': 9}, {'GS_cluster_357187_359543': 29}, 
25870.0, {'GS_cluster_357187_359543': -4.0}, {'GS_cluster_357187_359543': 9}, {'GS_cluster_357187_359543': 25}, 
25880.0, {'GS_cluster_357187_359543': -4.0}, {'GS_cluster_357187_359543': 9}, {'GS_cluster_357187_359543': 25}, 
25890.0, {'GS_cluster_357187_359543': -4.0}, {'GS_cluster_357187_359543': 6}, {'GS_cluster_357187_359543': 23}, 
25900.0, {'GS_cluster_357187_359543': -1.8705357}, {'GS_cluster_357187_359543': 7}, {'GS_cluster_357187_359543': 13}, 
25910.0, {'GS_cluster_357187_359543': -1.1607143}, {'GS_cluster_357187_359543': 5}, {'GS_cluster_357187_359543': 12}, 
25920.0, {'GS_cluster_357187_359543': -1.4732143}, {'GS_cluster_357187_359543': 7}, {'GS_cluster_357187_359543': 9}, 
25930.0, {'GS_cluster_357187_359543': -1.875}, {'GS_cluster_357187_359543': 7}, {'GS_cluster_357187_359543': 9}, 
25940.0, {'GS_cluster_357187_359543': -1.2142857}, {'GS_cluster_357187_359543': 4}, {'GS_cluster_357187_359543': 8}, 
25950.0, {'GS_cluster_357187_359543': -0.15178572}, {'GS_cluster_357187_359543': 3}, {'GS_cluster_357187_359543': 5}, 
25960.0, {'GS_cluster_357187_359543': -0.04017857}, {'GS_cluster_357187_359543': 2}, {'GS_cluster_357187_359543': 3}, 
25970.0, {'GS_cluster_357187_359543': -0.25892857}, {'GS_cluster_357187_359543': 4}, {'GS_cluster_357187_359543': 9}, 
25980.0, {'GS_cluster_357187_359543': -0.44642857}, {'GS_cluster_357187_359543': 6}, {'GS_cluster_357187_359543': 8}, 
