25210.0, {'GS_cluster_357187_359543': 0.0}, {'GS_cluster_357187_359543': 0}, {'GS_cluster_357187_359543': 0}, 
25220.0, {'GS_cluster_357187_359543': 0.0}, {'GS_cluster_357187_359543': 0}, {'GS_cluster_357187_359543': 0}, 
25230.0, {'GS_cluster_357187_359543': -0.008928572}, {'GS_cluster_357187_359543': 1}, {'GS_cluster_357187_359543': 1}, 
25240.0, {'GS_cluster_357187_359543': -0.04464286}, {'GS_cluster_357187_359543': 1}, {'GS_cluster_357187_359543': 1}, 
25250.0, {'GS_cluster_357187_359543': -0.08928572}, {'GS_cluster_357187_359543': 1}, {'GS_cluster_357187_359543': 1}, 
25260.0, {'GS_cluster_357187_359543': -0.06696428}, {'GS_cluster_357187_359543': 2}, {'GS_cluster_357187_359543': 3}, 
25270.0, {'GS_cluster_357187_359543': -0.16964285}, {'GS_cluster_357187_359543': 3}, {'GS_cluster_357187_359543': 3}, 
25280.0, {'GS_cluster_357187_359543': -0.30357143}, {'GS_cluster_357187_359543': 3}, {'GS_cluster_357187_359543': 3}, 
25290.0, {'GS_cluster_357187_359543': -0.4375}, {'GS_cluster_357187_359543': 3}, {'GS_cluster_357187_359543': 3}, 
25300.0, {'GS_cluster_357187_359543': -0.05357143}, {'GS_cluster_357187_359543': 1}, {'GS_cluster_357187_359543': 3}, 
25310.0, {'GS_cluster_357187_359543': -0.29464287}, {'GS_cluster_357187_359543': 3}, {'GS_cluster_357187_359543': 7}, 
25320.0, {'GS_cluster_357187_359543': -0.07589286}, {'GS_cluster_357187_359543': 2}, {'GS_cluster_357187_359543': 3}, 
25330.0, {'GS_cluster_357187_359543': -0.33035713}, {'GS_cluster_357187_359543': 5}, {'GS_cluster_357187_359543': 13}, 
25340.0, {'GS_cluster_357187_359543': -0.58928573}, {'GS_cluster_357187_359543': 6}, {'GS_cluster_357187_359543': 10}, 
25350.0, {'GS_cluster_357187_359543': -0.9285714}, {'GS_cluster_357187_359543': 7}, {'GS_cluster_357187_359543': 10}, 
25360.0, {'GS_cluster_357187_359543': -0.52678573}, {'GS_cluster_357187_359543': 4}, {'GS_cluster_357187_359543': 7}, 
25370.0, {'GS_cluster_357187_359543': -0.8660714}, {'GS_cluster_357187_359543': 4}, {'GS_cluster_357187_359543': 12}, 
25380.0, {'GS_cluster_357187_359543': -1.5}, {'GS_cluster_357187_359543': 6}, {'GS_cluster_357187_359543': 18}, 
25390.0, {'GS_cluster_357187_359543': -1.6919643}, {'GS_cluster_357187_359543': 6}, {'GS_cluster_357187_359543': 14}, 
25400.0, {'GS_cluster_357187_359543': -2.1964285}, {'GS_cluster_357187_359543': 9}, {'GS_cluster_357187_359543': 17}, 
25410.0, {'GS_cluster_357187_359543': -3.0401785}, {'GS_cluster_357187_359543': 12}, {'GS_cluster_357187_359543': 20}, 
25420.0, {'GS_cluster_357187_359543': -2.0714285}, {'GS_cluster_357187_359543': 10}, {'GS_cluster_357187_359543': 17}, 
25430.0, {'GS_cluster_357187_359543': -2.7723215}, {'GS_cluster_357187_359543': 10}, {'GS_cluster_357187_359543': 16}, 
25440.0, {'GS_cluster_357187_359543': -2.861607}, {'GS_cluster_357187_359543': 10}, {'GS_cluster_357187_359543': 21}, 
25450.0, {'GS_cluster_357187_359543': -3.7589285}, {'GS_cluster_357187_359543': 15}, {'GS_cluster_357187_359543': 29}, 
25460.0, {'GS_cluster_357187_359543': -3.1517856}, {'GS_cluster_357187_359543': 12}, {'GS_cluster_357187_359543': 24}, 
25470.0, {'GS_cluster_357187_359543': -1.5580357}, {'GS_cluster_357187_359543': 6}, {'GS_cluster_357187_359543': 13}, 
25480.0, {'GS_cluster_357187_359543': -1.5178572}, {'GS_cluster_357187_359543': 6}, {'GS_cluster_357187_359543': 10}, 
25490.0, {'GS_cluster_357187_359543': -0.71875}, {'GS_cluster_357187_359543': 6}, {'GS_cluster_357187_359543': 11}, 
25500.0, {'GS_cluster_357187_359543': -0.3125}, {'GS_cluster_357187_359543': 3}, {'GS_cluster_357187_359543': 8}, 
25510.0, {'GS_cluster_357187_359543': -0.4330357}, {'GS_cluster_357187_359543': 4}, {'GS_cluster_357187_359543': 8}, 
25520.0, {'GS_cluster_357187_359543': -0.85714287}, {'GS_cluster_357187_359543': 7}, {'GS_cluster_357187_359543': 19}, 
25530.0, {'GS_cluster_357187_359543': -0.91071427}, {'GS_cluster_357187_359543': 5}, {'GS_cluster_357187_359543': 18}, 
25540.0, {'GS_cluster_357187_359543': -0.50446427}, {'GS_cluster_357187_359543': 3}, {'GS_cluster_357187_359543': 8}, 
25550.0, {'GS_cluster_357187_359543': -0.4017857}, {'GS_cluster_357187_359543': 3}, {'GS_cluster_357187_359543': 10}, 
25560.0, {'GS_cluster_357187_359543': -0.9151786}, {'GS_cluster_357187_359543': 5}, {'GS_cluster_357187_359543': 13}, 
25570.0, {'GS_cluster_357187_359543': -0.29464287}, {'GS_cluster_357187_359543': 3}, {'GS_cluster_357187_359543': 8}, 
25580.0, {'GS_cluster_357187_359543': -0.4955357}, {'GS_cluster_357187_359543': 5}, {'GS_cluster_357187_359543': 13}, 
25590.0, {'GS_cluster_357187_359543': -0.6964286}, {'GS_cluster_357187_359543': 6}, {'GS_cluster_357187_359543': 12}, 
25600.0, {'GS_cluster_357187_359543': -0.35714287}, {'GS_cluster_357187_359543': 3}, {'GS_cluster_357187_359543': 8}, 
25610.0, {'GS_cluster_357187_359543': -0.5714286}, {'GS_cluster_357187_359543': 6}, {'GS_cluster_357187_359543': 11}, 
25620.0, {'GS_cluster_357187_359543': -1.1383928}, {'GS_cluster_357187_359543': 6}, {'GS_cluster_357187_359543': 13}, 
25630.0, {'GS_cluster_357187_359543': -1.5669643}, {'GS_cluster_357187_359543': 6}, {'GS_cluster_357187_359543': 14}, 
25640.0, {'GS_cluster_357187_359543': -0.94196427}, {'GS_cluster_357187_359543': 3}, {'GS_cluster_357187_359543': 12}, 
25650.0, {'GS_cluster_357187_359543': -1.0669643}, {'GS_cluster_357187_359543': 5}, {'GS_cluster_357187_359543': 17}, 
25660.0, {'GS_cluster_357187_359543': -0.90178573}, {'GS_cluster_357187_359543': 4}, {'GS_cluster_357187_359543': 13}, 
25670.0, {'GS_cluster_357187_359543': -1.4196428}, {'GS_cluster_357187_359543': 7}, {'GS_cluster_357187_359543': 20}, 
25680.0, {'GS_cluster_357187_359543': -1.7544643}, {'GS_cluster_357187_359543': 6}, {'GS_cluster_357187_359543': 20}, 
25690.0, {'GS_cluster_357187_359543': -1.4955357}, {'GS_cluster_357187_359543': 5}, {'GS_cluster_357187_359543': 20}, 
25700.0, {'GS_cluster_357187_359543': -1.90625}, {'GS_cluster_357187_359543': 7}, {'GS_cluster_357187_359543': 21}, 
25710.0, {'GS_cluster_357187_359543': -1.8214285}, {'GS_cluster_357187_359543': 7}, {'GS_cluster_357187_359543': 21}, 
25720.0, {'GS_cluster_357187_359543': -2.7142856}, {'GS_cluster_357187_359543': 7}, {'GS_cluster_357187_359543': 21}, 
25730.0, {'GS_cluster_357187_359543': -1.7098215}, {'GS_cluster_357187_359543': 6}, {'GS_cluster_357187_359543': 21}, 
25740.0, {'GS_cluster_357187_359543': -1.6294643}, {'GS_cluster_357187_359543': 7}, {'GS_cluster_357187_359543': 19}, 
25750.0, {'GS_cluster_357187_359543': -1.4553572}, {'GS_cluster_357187_359543': 7}, {'GS_cluster_357187_359543': 17}, 
25760.0, {'GS_cluster_357187_359543': -2.1473215}, {'GS_cluster_357187_359543': 7}, {'GS_cluster_357187_359543': 20}, 
25770.0, {'GS_cluster_357187_359543': -1.7366072}, {'GS_cluster_357187_359543': 5}, {'GS_cluster_357187_359543': 16}, 
25780.0, {'GS_cluster_357187_359543': -1.9821428}, {'GS_cluster_357187_359543': 4}, {'GS_cluster_357187_359543': 20}, 
25790.0, {'GS_cluster_357187_359543': -1.1696428}, {'GS_cluster_357187_359543': 4}, {'GS_cluster_357187_359543': 14}, 
25800.0, {'GS_cluster_357187_359543': -1.09375}, {'GS_cluster_357187_359543': 5}, {'GS_cluster_357187_359543': 18}, 
25810.0, {'GS_cluster_357187_359543': -1.7946428}, {'GS_cluster_357187_359543': 8}, {'GS_cluster_357187_359543': 29}, 
25820.0, {'GS_cluster_357187_359543': -2.0625}, {'GS_cluster_357187_359543': 9}, {'GS_cluster_357187_359543': 27}, 
25830.0, {'GS_cluster_357187_359543': -3.138393}, {'GS_cluster_357187_359543': 9}, {'GS_cluster_357187_359543': 27}, 
25840.0, {'GS_cluster_357187_359543': -3.111607}, {'GS_cluster_357187_359543': 6}, {'GS_cluster_357187_359543': 22}, 
25850.0, {'GS_cluster_357187_359543': -2.0}, {'GS_cluster_357187_359543': 6}, {'GS_cluster_357187_359543': 11}, 
25860.0, {'GS_cluster_357187_359543': -1.6294643}, {'GS_cluster_357187_359543': 4}, {'GS_cluster_357187_359543': 10}, 
25870.0, {'GS_cluster_357187_359543': -0.5089286}, {'GS_cluster_357187_359543': 5}, {'GS_cluster_357187_359543': 9}, 
25880.0, {'GS_cluster_357187_359543': -0.22767857}, {'GS_cluster_357187_359543': 2}, {'GS_cluster_357187_359543': 5}, 
25890.0, {'GS_cluster_357187_359543': -0.14285715}, {'GS_cluster_357187_359543': 2}, {'GS_cluster_357187_359543': 2}, 
25900.0, {'GS_cluster_357187_359543': -0.20982143}, {'GS_cluster_357187_359543': 2}, {'GS_cluster_357187_359543': 5}, 
25910.0, {'GS_cluster_357187_359543': -0.3392857}, {'GS_cluster_357187_359543': 4}, {'GS_cluster_357187_359543': 8}, 
25920.0, {'GS_cluster_357187_359543': -0.79464287}, {'GS_cluster_357187_359543': 6}, {'GS_cluster_357187_359543': 12}, 
25930.0, {'GS_cluster_357187_359543': -1.5}, {'GS_cluster_357187_359543': 9}, {'GS_cluster_357187_359543': 17}, 
25940.0, {'GS_cluster_357187_359543': -1.1428572}, {'GS_cluster_357187_359543': 6}, {'GS_cluster_357187_359543': 11}, 
25950.0, {'GS_cluster_357187_359543': -0.11160714}, {'GS_cluster_357187_359543': 1}, {'GS_cluster_357187_359543': 1}, 
25960.0, {'GS_cluster_357187_359543': -0.03125}, {'GS_cluster_357187_359543': 1}, {'GS_cluster_357187_359543': 2}, 
25970.0, {'GS_cluster_357187_359543': -0.16517857}, {'GS_cluster_357187_359543': 4}, {'GS_cluster_357187_359543': 5}, 
25980.0, {'GS_cluster_357187_359543': -0.13839285}, {'GS_cluster_357187_359543': 2}, {'GS_cluster_357187_359543': 2}, 
25990.0, {'GS_cluster_357187_359543': -0.04017857}, {'GS_cluster_357187_359543': 1}, {'GS_cluster_357187_359543': 2}, 
26000.0, {'GS_cluster_357187_359543': -0.15625}, {'GS_cluster_357187_359543': 2}, {'GS_cluster_357187_359543': 4}, 
26010.0, {'GS_cluster_357187_359543': -0.14732143}, {'GS_cluster_357187_359543': 1}, {'GS_cluster_357187_359543': 5}, 
26020.0, {'GS_cluster_357187_359543': -0.09375}, {'GS_cluster_357187_359543': 2}, {'GS_cluster_357187_359543': 3}, 
26030.0, {'GS_cluster_357187_359543': -0.06696428}, {'GS_cluster_357187_359543': 2}, {'GS_cluster_357187_359543': 3}, 
26040.0, {'GS_cluster_357187_359543': -0.013392857}, {'GS_cluster_357187_359543': 1}, {'GS_cluster_357187_359543': 1}, 
26050.0, {'GS_cluster_357187_359543': -0.23214285}, {'GS_cluster_357187_359543': 3}, {'GS_cluster_357187_359543': 8}, 
26060.0, {'GS_cluster_357187_359543': -0.4107143}, {'GS_cluster_357187_359543': 7}, {'GS_cluster_357187_359543': 10}, 
26070.0, {'GS_cluster_357187_359543': -0.3392857}, {'GS_cluster_357187_359543': 5}, {'GS_cluster_357187_359543': 7}, 
26080.0, {'GS_cluster_357187_359543': -0.33482143}, {'GS_cluster_357187_359543': 3}, {'GS_cluster_357187_359543': 4}, 
26090.0, {'GS_cluster_357187_359543': -0.41964287}, {'GS_cluster_357187_359543': 5}, {'GS_cluster_357187_359543': 6}, 
26100.0, {'GS_cluster_357187_359543': -0.29464287}, {'GS_cluster_357187_359543': 4}, {'GS_cluster_357187_359543': 6}, 
26110.0, {'GS_cluster_357187_359543': -0.5535714}, {'GS_cluster_357187_359543': 4}, {'GS_cluster_357187_359543': 9}, 
26120.0, {'GS_cluster_357187_359543': -1.0535715}, {'GS_cluster_357187_359543': 5}, {'GS_cluster_357187_359543': 14}, 
26130.0, {'GS_cluster_357187_359543': -0.8035714}, {'GS_cluster_357187_359543': 8}, {'GS_cluster_357187_359543': 10}, 
26140.0, {'GS_cluster_357187_359543': -0.78571427}, {'GS_cluster_357187_359543': 7}, {'GS_cluster_357187_359543': 10}, 
26150.0, {'GS_cluster_357187_359543': -0.91964287}, {'GS_cluster_357187_359543': 5}, {'GS_cluster_357187_359543': 8}, 
26160.0, {'GS_cluster_357187_359543': -1.0}, {'GS_cluster_357187_359543': 4}, {'GS_cluster_357187_359543': 7}, 
26170.0, {'GS_cluster_357187_359543': -0.7410714}, {'GS_cluster_357187_359543': 2}, {'GS_cluster_357187_359543': 7}, 
26180.0, {'GS_cluster_357187_359543': -0.55803573}, {'GS_cluster_357187_359543': 4}, {'GS_cluster_357187_359543': 13}, 
26190.0, {'GS_cluster_357187_359543': -0.76339287}, {'GS_cluster_357187_359543': 6}, {'GS_cluster_357187_359543': 13}, 
26200.0, {'GS_cluster_357187_359543': -1.2678572}, {'GS_cluster_357187_359543': 7}, {'GS_cluster_357187_359543': 14}, 
26210.0, {'GS_cluster_357187_359543': -1.8214285}, {'GS_cluster_357187_359543': 8}, {'GS_cluster_357187_359543': 16}, 
26220.0, {'GS_cluster_357187_359543': -2.5669644}, {'GS_cluster_357187_359543': 9}, {'GS_cluster_357187_359543': 18}, 
26230.0, {'GS_cluster_357187_359543': -1.9017857}, {'GS_cluster_357187_359543': 8}, {'GS_cluster_357187_359543': 16}, 
26240.0, {'GS_cluster_357187_359543': -2.5625}, {'GS_cluster_357187_359543': 8}, {'GS_cluster_357187_359543': 16}, 
26250.0, {'GS_cluster_357187_359543': -1.5714285}, {'GS_cluster_357187_359543': 8}, {'GS_cluster_357187_359543': 15}, 
26260.0, {'GS_cluster_357187_359543': -2.049107}, {'GS_cluster_357187_359543': 8}, {'GS_cluster_357187_359543': 19}, 
26270.0, {'GS_cluster_357187_359543': -1.2946428}, {'GS_cluster_357187_359543': 8}, {'GS_cluster_357187_359543': 17}, 
26280.0, {'GS_cluster_357187_359543': -1.6339285}, {'GS_cluster_357187_359543': 9}, {'GS_cluster_357187_359543': 16}, 
26290.0, {'GS_cluster_357187_359543': -2.482143}, {'GS_cluster_357187_359543': 12}, {'GS_cluster_357187_359543': 25}, 
26300.0, {'GS_cluster_357187_359543': -3.7276785}, {'GS_cluster_357187_359543': 16}, {'GS_cluster_357187_359543': 35}, 
26310.0, {'GS_cluster_357187_359543': -4.0}, {'GS_cluster_357187_359543': 16}, {'GS_cluster_357187_359543': 37}, 
26320.0, {'GS_cluster_357187_359543': -4.0}, {'GS_cluster_357187_359543': 13}, {'GS_cluster_357187_359543': 33}, 
26330.0, {'GS_cluster_357187_359543': -4.0}, {'GS_cluster_357187_359543': 13}, {'GS_cluster_357187_359543': 30}, 
26340.0, {'GS_cluster_357187_359543': -4.0}, {'GS_cluster_357187_359543': 9}, {'GS_cluster_357187_359543': 25}, 
26350.0, {'GS_cluster_357187_359543': -3.642857}, {'GS_cluster_357187_359543': 6}, {'GS_cluster_357187_359543': 18}, 
26360.0, {'GS_cluster_357187_359543': -2.8839285}, {'GS_cluster_357187_359543': 5}, {'GS_cluster_357187_359543': 13}, 
26370.0, {'GS_cluster_357187_359543': -2.294643}, {'GS_cluster_357187_359543': 7}, {'GS_cluster_357187_359543': 13}, 
26380.0, {'GS_cluster_357187_359543': -3.0044644}, {'GS_cluster_357187_359543': 8}, {'GS_cluster_357187_359543': 20}, 
26390.0, {'GS_cluster_357187_359543': -3.7455356}, {'GS_cluster_357187_359543': 11}, {'GS_cluster_357187_359543': 20}, 
26400.0, {'GS_cluster_357187_359543': -1.9375}, {'GS_cluster_357187_359543': 8}, {'GS_cluster_357187_359543': 14}, 
